filename,idx,site,date,time,hour
train_soundscapes/BC2026_Train_0111_S06_20140526_020300.ogg,111,S06,2014-05-26,02:03:00,2
train_soundscapes/BC2026_Train_0112_S06_20140526_020400.ogg,112,S06,2014-05-26,02:04:00,2
train_soundscapes/BC2026_Train_0113_S06_20140526_020500.ogg,113,S06,2014-05-26,02:05:00,2
train_soundscapes/BC2026_Train_0114_S06_20140526_020600.ogg,114,S06,2014-05-26,02:06:00,2
train_soundscapes/BC2026_Train_0115_S06_20140526_020700.ogg,115,S06,2014-05-26,02:07:00,2
train_soundscapes/BC2026_Train_0116_S06_20140526_020800.ogg,116,S06,2014-05-26,02:08:00,2
train_soundscapes/BC2026_Train_0117_S06_20140526_020900.ogg,117,S06,2014-05-26,02:09:00,2
train_soundscapes/BC2026_Train_0118_S06_20140526_021000.ogg,118,S06,2014-05-26,02:10:00,2
train_soundscapes/BC2026_Train_0119_S06_20140526_021100.ogg,119,S06,2014-05-26,02:11:00,2
train_soundscapes/BC2026_Train_0120_S06_20140526_021200.ogg,120,S06,2014-05-26,02:12:00,2
train_soundscapes/BC2026_Train_0121_S06_20140526_021300.ogg,121,S06,2014-05-26,02:13:00,2
train_soundscapes/BC2026_Train_0122_S06_20140526_021400.ogg,122,S06,2014-05-26,02:14:00,2
train_soundscapes/BC2026_Train_0123_S06_20140928_230300.ogg,123,S06,2014-09-28,23:03:00,23
train_soundscapes/BC2026_Train_0124_S06_20140928_230400.ogg,124,S06,2014-09-28,23:04:00,23
train_soundscapes/BC2026_Train_0125_S06_20140928_230500.ogg,125,S06,2014-09-28,23:05:00,23
train_soundscapes/BC2026_Train_0126_S06_20140928_230600.ogg,126,S06,2014-09-28,23:06:00,23
train_soundscapes/BC2026_Train_0127_S06_20140928_230700.ogg,127,S06,2014-09-28,23:07:00,23
train_soundscapes/BC2026_Train_0128_S06_20140928_230800.ogg,128,S06,2014-09-28,23:08:00,23
train_soundscapes/BC2026_Train_0129_S06_20140928_230900.ogg,129,S06,2014-09-28,23:09:00,23
train_soundscapes/BC2026_Train_0130_S06_20140928_231300.ogg,130,S06,2014-09-28,23:13:00,23
train_soundscapes/BC2026_Train_0131_S06_20141212_210000.ogg,131,S06,2014-12-12,21:00:00,21
train_soundscapes/BC2026_Train_0132_S06_20141212_210100.ogg,132,S06,2014-12-12,21:01:00,21
train_soundscapes/BC2026_Train_0133_S06_20141212_210200.ogg,133,S06,2014-12-12,21:02:00,21
train_soundscapes/BC2026_Train_0134_S06_20141212_210300.ogg,134,S06,2014-12-12,21:03:00,21
train_soundscapes/BC2026_Train_0135_S06_20141212_210400.ogg,135,S06,2014-12-12,21:04:00,21
train_soundscapes/BC2026_Train_0136_S06_20141212_210500.ogg,136,S06,2014-12-12,21:05:00,21
train_soundscapes/BC2026_Train_0137_S06_20141212_210600.ogg,137,S06,2014-12-12,21:06:00,21
train_soundscapes/BC2026_Train_0138_S06_20141212_210700.ogg,138,S06,2014-12-12,21:07:00,21
train_soundscapes/BC2026_Train_0139_S06_20141212_210800.ogg,139,S06,2014-12-12,21:08:00,21
train_soundscapes/BC2026_Train_0140_S06_20141212_210900.ogg,140,S06,2014-12-12,21:09:00,21
train_soundscapes/BC2026_Train_0141_S06_20141212_211000.ogg,141,S06,2014-12-12,21:10:00,21
train_soundscapes/BC2026_Train_0142_S06_20141212_211100.ogg,142,S06,2014-12-12,21:11:00,21
train_soundscapes/BC2026_Train_0143_S06_20141212_211200.ogg,143,S06,2014-12-12,21:12:00,21
train_soundscapes/BC2026_Train_0144_S06_20141212_211300.ogg,144,S06,2014-12-12,21:13:00,21
train_soundscapes/BC2026_Train_0145_S06_20141212_211400.ogg,145,S06,2014-12-12,21:14:00,21
train_soundscapes/BC2026_Train_0146_S06_20141212_211500.ogg,146,S06,2014-12-12,21:15:00,21
train_soundscapes/BC2026_Train_0147_S07_20140107_210100.ogg,147,S07,2014-01-07,21:01:00,21
train_soundscapes/BC2026_Train_0148_S07_20140107_210200.ogg,148,S07,2014-01-07,21:02:00,21
train_soundscapes/BC2026_Train_0149_S07_20140107_210500.ogg,149,S07,2014-01-07,21:05:00,21
train_soundscapes/BC2026_Train_0150_S07_20140107_210800.ogg,150,S07,2014-01-07,21:08:00,21
train_soundscapes/BC2026_Train_0151_S07_20140107_211200.ogg,151,S07,2014-01-07,21:12:00,21
train_soundscapes/BC2026_Train_0152_S07_20140107_211300.ogg,152,S07,2014-01-07,21:13:00,21
train_soundscapes/BC2026_Train_0153_S07_20140107_211400.ogg,153,S07,2014-01-07,21:14:00,21
train_soundscapes/BC2026_Train_0154_S07_20140111_220000.ogg,154,S07,2014-01-11,22:00:00,22
train_soundscapes/BC2026_Train_0155_S07_20140111_220100.ogg,155,S07,2014-01-11,22:01:00,22
train_soundscapes/BC2026_Train_0156_S07_20140111_220200.ogg,156,S07,2014-01-11,22:02:00,22
train_soundscapes/BC2026_Train_0157_S07_20140111_220300.ogg,157,S07,2014-01-11,22:03:00,22
train_soundscapes/BC2026_Train_0158_S07_20140111_220400.ogg,158,S07,2014-01-11,22:04:00,22
train_soundscapes/BC2026_Train_0159_S07_20140111_220500.ogg,159,S07,2014-01-11,22:05:00,22
train_soundscapes/BC2026_Train_0160_S07_20140111_220600.ogg,160,S07,2014-01-11,22:06:00,22
train_soundscapes/BC2026_Train_0161_S07_20140111_220700.ogg,161,S07,2014-01-11,22:07:00,22
train_soundscapes/BC2026_Train_0162_S07_20140111_220800.ogg,162,S07,2014-01-11,22:08:00,22
train_soundscapes/BC2026_Train_0163_S07_20140111_220900.ogg,163,S07,2014-01-11,22:09:00,22
train_soundscapes/BC2026_Train_0164_S07_20140111_221000.ogg,164,S07,2014-01-11,22:10:00,22
train_soundscapes/BC2026_Train_0165_S07_20140111_221100.ogg,165,S07,2014-01-11,22:11:00,22
train_soundscapes/BC2026_Train_0166_S07_20140111_221200.ogg,166,S07,2014-01-11,22:12:00,22
train_soundscapes/BC2026_Train_0167_S07_20140111_221300.ogg,167,S07,2014-01-11,22:13:00,22
train_soundscapes/BC2026_Train_0168_S07_20140111_221400.ogg,168,S07,2014-01-11,22:14:00,22
train_soundscapes/BC2026_Train_0169_S07_20141005_030000.ogg,169,S07,2014-10-05,03:00:00,3
train_soundscapes/BC2026_Train_0170_S07_20141005_030100.ogg,170,S07,2014-10-05,03:01:00,3
train_soundscapes/BC2026_Train_0171_S07_20141005_030200.ogg,171,S07,2014-10-05,03:02:00,3
train_soundscapes/BC2026_Train_0172_S07_20141005_030300.ogg,172,S07,2014-10-05,03:03:00,3
train_soundscapes/BC2026_Train_0173_S07_20141005_030400.ogg,173,S07,2014-10-05,03:04:00,3
train_soundscapes/BC2026_Train_0174_S07_20141005_030500.ogg,174,S07,2014-10-05,03:05:00,3
train_soundscapes/BC2026_Train_0175_S07_20141005_030600.ogg,175,S07,2014-10-05,03:06:00,3
train_soundscapes/BC2026_Train_0176_S07_20141005_030700.ogg,176,S07,2014-10-05,03:07:00,3
train_soundscapes/BC2026_Train_0177_S07_20141005_030800.ogg,177,S07,2014-10-05,03:08:00,3
train_soundscapes/BC2026_Train_0178_S07_20141005_030900.ogg,178,S07,2014-10-05,03:09:00,3
train_soundscapes/BC2026_Train_0179_S07_20141005_031000.ogg,179,S07,2014-10-05,03:10:00,3
train_soundscapes/BC2026_Train_0180_S07_20141005_031100.ogg,180,S07,2014-10-05,03:11:00,3
train_soundscapes/BC2026_Train_0181_S07_20141005_031200.ogg,181,S07,2014-10-05,03:12:00,3
train_soundscapes/BC2026_Train_0182_S07_20141005_031300.ogg,182,S07,2014-10-05,03:13:00,3
train_soundscapes/BC2026_Train_0183_S07_20141005_031400.ogg,183,S07,2014-10-05,03:14:00,3
train_soundscapes/BC2026_Train_0184_S07_20141013_000000.ogg,184,S07,2014-10-13,00:00:00,0
train_soundscapes/BC2026_Train_0185_S07_20141013_000100.ogg,185,S07,2014-10-13,00:01:00,0
train_soundscapes/BC2026_Train_0186_S07_20141013_000200.ogg,186,S07,2014-10-13,00:02:00,0
train_soundscapes/BC2026_Train_0187_S07_20141013_000300.ogg,187,S07,2014-10-13,00:03:00,0
train_soundscapes/BC2026_Train_0188_S07_20141013_000400.ogg,188,S07,2014-10-13,00:04:00,0
train_soundscapes/BC2026_Train_0189_S07_20141013_000500.ogg,189,S07,2014-10-13,00:05:00,0
train_soundscapes/BC2026_Train_0190_S07_20141013_000600.ogg,190,S07,2014-10-13,00:06:00,0
train_soundscapes/BC2026_Train_0191_S07_20141013_000700.ogg,191,S07,2014-10-13,00:07:00,0
train_soundscapes/BC2026_Train_0192_S07_20141013_000800.ogg,192,S07,2014-10-13,00:08:00,0
train_soundscapes/BC2026_Train_0193_S07_20141013_000900.ogg,193,S07,2014-10-13,00:09:00,0
train_soundscapes/BC2026_Train_0194_S07_20141013_001000.ogg,194,S07,2014-10-13,00:10:00,0
train_soundscapes/BC2026_Train_0195_S07_20141013_001100.ogg,195,S07,2014-10-13,00:11:00,0
train_soundscapes/BC2026_Train_0196_S07_20141013_001200.ogg,196,S07,2014-10-13,00:12:00,0
train_soundscapes/BC2026_Train_0197_S07_20141013_001300.ogg,197,S07,2014-10-13,00:13:00,0
train_soundscapes/BC2026_Train_0198_S07_20141013_001400.ogg,198,S07,2014-10-13,00:14:00,0
train_soundscapes/BC2026_Train_0199_S10_20251128_103307.ogg,199,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0200_S10_20251128_103307.ogg,200,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0201_S10_20251128_103307.ogg,201,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0202_S10_20251128_103307.ogg,202,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0203_S10_20251128_103307.ogg,203,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0204_S10_20251128_103307.ogg,204,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0205_S10_20251128_103307.ogg,205,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0206_S10_20251128_103307.ogg,206,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0207_S10_20251128_103307.ogg,207,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0208_S10_20251128_103307.ogg,208,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0209_S10_20251128_103307.ogg,209,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0210_S10_20251128_103307.ogg,210,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0211_S10_20251128_103307.ogg,211,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0212_S10_20251128_103307.ogg,212,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0213_S10_20251128_103307.ogg,213,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0214_S10_20251128_103307.ogg,214,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0215_S10_20251128_103307.ogg,215,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0216_S10_20251128_103307.ogg,216,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0217_S10_20251128_103307.ogg,217,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0218_S10_20251128_103307.ogg,218,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0219_S10_20251128_103307.ogg,219,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0220_S10_20251128_103307.ogg,220,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0221_S10_20251128_103307.ogg,221,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0222_S10_20251128_103307.ogg,222,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0223_S10_20251128_103307.ogg,223,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0224_S10_20251128_103307.ogg,224,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0225_S10_20251128_103307.ogg,225,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0226_S10_20251128_103307.ogg,226,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0227_S10_20251128_103307.ogg,227,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0228_S10_20251128_103307.ogg,228,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0229_S10_20251128_103307.ogg,229,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0230_S10_20251128_103307.ogg,230,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0231_S10_20251128_103307.ogg,231,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0232_S10_20251128_103307.ogg,232,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0233_S10_20251128_103307.ogg,233,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0234_S10_20251128_103307.ogg,234,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0235_S10_20251128_103307.ogg,235,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0236_S10_20251128_103307.ogg,236,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0237_S10_20251128_103307.ogg,237,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0238_S10_20251128_103307.ogg,238,S10,2025-11-28,10:33:07,10
train_soundscapes/BC2026_Train_0239_S10_20251129_102000.ogg,239,S10,2025-11-29,10:20:00,10
train_soundscapes/BC2026_Train_0240_S10_20251129_102100.ogg,240,S10,2025-11-29,10:21:00,10
train_soundscapes/BC2026_Train_0241_S10_20251129_102200.ogg,241,S10,2025-11-29,10:22:00,10
train_soundscapes/BC2026_Train_0242_S10_20251129_102300.ogg,242,S10,2025-11-29,10:23:00,10
train_soundscapes/BC2026_Train_0243_S10_20251129_102400.ogg,243,S10,2025-11-29,10:24:00,10
train_soundscapes/BC2026_Train_0244_S10_20251129_102600.ogg,244,S10,2025-11-29,10:26:00,10
train_soundscapes/BC2026_Train_0245_S09_20250816_000000.ogg,245,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0246_S09_20250816_000000.ogg,246,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0247_S09_20250816_000000.ogg,247,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0248_S09_20250816_000000.ogg,248,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0249_S09_20250816_000000.ogg,249,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0250_S09_20250816_000000.ogg,250,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0251_S09_20250816_000000.ogg,251,S09,2025-08-16,00:00:00,0
train_soundscapes/BC2026_Train_0252_S11_20250821_060000.ogg,252,S11,2025-08-21,06:00:00,6
train_soundscapes/BC2026_Train_0253_S11_20250821_061500.ogg,253,S11,2025-08-21,06:15:00,6
train_soundscapes/BC2026_Train_0254_S11_20250821_071500.ogg,254,S11,2025-08-21,07:15:00,7
train_soundscapes/BC2026_Train_0255_S11_20250906_054500.ogg,255,S11,2025-09-06,05:45:00,5
train_soundscapes/BC2026_Train_0256_S11_20250906_060000.ogg,256,S11,2025-09-06,06:00:00,6
train_soundscapes/BC2026_Train_0257_S11_20250907_103000.ogg,257,S11,2025-09-07,10:30:00,10
train_soundscapes/BC2026_Train_0258_S11_20250907_170000.ogg,258,S11,2025-09-07,17:00:00,17
train_soundscapes/BC2026_Train_0259_S11_20250607_064500.ogg,259,S11,2025-06-07,06:45:00,6
train_soundscapes/BC2026_Train_0260_S11_20250612_071500.ogg,260,S11,2025-06-12,07:15:00,7
train_soundscapes/BC2026_Train_0261_S11_20250614_104500.ogg,261,S11,2025-06-14,10:45:00,10
train_soundscapes/BC2026_Train_0262_S11_20250615_101500.ogg,262,S11,2025-06-15,10:15:00,10
train_soundscapes/BC2026_Train_0263_S11_20250702_064500.ogg,263,S11,2025-07-02,06:45:00,6
