primary_label,filename,duration_s,samplerate,channels,size_bytes,class_name,source
244024,train_audio/244024/iNat185104.ogg,20.80509375,32000,1,204784,Insecta,train_audio
25092,train_audio/25092/iNat733455.ogg,31.712,32000,1,283179,Amphibia,train_audio
25092,train_audio/25092/iNat1288388.ogg,26.112,32000,1,231103,Amphibia,train_audio
25092,train_audio/25092/iNat581599.ogg,35.0389375,32000,1,267399,Amphibia,train_audio
25092,train_audio/25092/iNat1301466.ogg,8.1266875,32000,1,66188,Amphibia,train_audio
25092,train_audio/25092/iNat1291332.ogg,27.9800625,32000,1,218759,Amphibia,train_audio
25092,train_audio/25092/iNat1645314.ogg,0.05225,32000,1,4937,Amphibia,train_audio
25092,train_audio/25092/XC1062318.ogg,3.48728125,32000,1,36407,Amphibia,train_audio
25214,train_audio/25214/iNat1253406.ogg,28.954125,32000,1,225169,Amphibia,train_audio
25214,train_audio/25214/iNat1242890.ogg,7.40828125,32000,1,75891,Amphibia,train_audio
25214,train_audio/25214/iNat1242888.ogg,7.40828125,32000,1,75935,Amphibia,train_audio
326272,train_audio/326272/iNat337809.ogg,25.8111875,32000,1,165995,Amphibia,train_audio
326272,train_audio/326272/XC1039610.ogg,60.672,32000,1,515428,Amphibia,train_audio
326272,train_audio/326272/iNat1676857.ogg,69.65615625,32000,1,646977,Amphibia,train_audio
326272,train_audio/326272/iNat1256991.ogg,34.2,32000,1,291226,Amphibia,train_audio
326272,train_audio/326272/iNat1299066.ogg,0.096,32000,1,5531,Amphibia,train_audio
326272,train_audio/326272/iNat840132.ogg,25.208,32000,1,224013,Amphibia,train_audio
326272,train_audio/326272/iNat580369.ogg,32.128,32000,1,187637,Amphibia,train_audio
41970,train_audio/41970/XC1010403.ogg,29.52,32000,1,245923,Mammalia,train_audio
41970,train_audio/41970/XC564885.ogg,17.08409375,32000,1,156845,Mammalia,train_audio
41970,train_audio/41970/iNat1015847.ogg,13.824,32000,1,103735,Mammalia,train_audio
41970,train_audio/41970/XC998917.ogg,11.29896875,32000,1,106731,Mammalia,train_audio
41970,train_audio/41970/iNat327629.ogg,13.4805,32000,1,84583,Mammalia,train_audio
41970,train_audio/41970/XC1002183.ogg,12.53878125,32000,1,103219,Mammalia,train_audio
41970,train_audio/41970/iNat1226073.ogg,14.06546875,32000,1,128457,Mammalia,train_audio
43435,train_audio/43435/iNat208008.ogg,50.0010625,32000,1,434534,Mammalia,train_audio
43435,train_audio/43435/iNat1243479.ogg,23.76534375,32000,1,185022,Mammalia,train_audio
43435,train_audio/43435/iNat1651689.ogg,20.11703125,32000,1,151128,Mammalia,train_audio
43435,train_audio/43435/iNat742666.ogg,88.968,32000,1,698118,Mammalia,train_audio
43435,train_audio/43435/iNat1243480.ogg,0.224,32000,1,6984,Mammalia,train_audio
43435,train_audio/43435/iNat1477433.ogg,34.41778125,32000,1,297286,Mammalia,train_audio
43435,train_audio/43435/iNat1263221.ogg,42.9975625,32000,1,391139,Mammalia,train_audio
47144,train_audio/47144/iNat101838.ogg,4.896,32000,1,47191,Mammalia,train_audio
47144,train_audio/47144/iNat635684.ogg,20.07365625,32000,1,172218,Mammalia,train_audio
47144,train_audio/47144/iNat101837.ogg,2.904,32000,1,28669,Mammalia,train_audio
47144,train_audio/47144/iNat569990.ogg,6.66415625,32000,1,48841,Mammalia,train_audio
47144,train_audio/47144/iNat1366168.ogg,3.968,32000,1,17540,Mammalia,train_audio
47144,train_audio/47144/iNat1721928.ogg,8.59734375,32000,1,77077,Mammalia,train_audio
47144,train_audio/47144/iNat1132658.ogg,9.0026875,32000,1,70696,Mammalia,train_audio
476521,train_audio/476521/iNat304839.ogg,20.83659375,32000,1,178740,Amphibia,train_audio
476521,train_audio/476521/iNat330833.ogg,30.3485,32000,1,226501,Amphibia,train_audio
476521,train_audio/476521/iNat1648597.ogg,0.048,32000,1,4659,Amphibia,train_audio
516975,train_audio/516975/iNat22239.ogg,41.9816875,32000,1,350253,Mammalia,train_audio
555123,train_audio/555123/iNat859875.ogg,64.30440625,32000,1,586986,Amphibia,train_audio
555123,train_audio/555123/iNat1370876.ogg,41.23734375,32000,1,285868,Amphibia,train_audio
555123,train_audio/555123/iNat336366.ogg,9.6,32000,1,80463,Amphibia,train_audio
555145,train_audio/555145/iNat139216.ogg,21.2114375,32000,1,207511,Amphibia,train_audio
555145,train_audio/555145/XC929078.ogg,25.36490625,32000,1,279864,Amphibia,train_audio
555145,train_audio/555145/iNat1421758.ogg,9.40371875,32000,1,76018,Amphibia,train_audio
555145,train_audio/555145/iNat179807.ogg,26.644,32000,1,252841,Amphibia,train_audio
555145,train_audio/555145/iNat937677.ogg,27.6114375,32000,1,243285,Amphibia,train_audio
555145,train_audio/555145/iNat1242826.ogg,9.852625,32000,1,98305,Amphibia,train_audio
555145,train_audio/555145/iNat1711696.ogg,12.65278125,32000,1,119272,Amphibia,train_audio
555146,train_audio/555146/iNat1263318.ogg,22.12771875,32000,1,168572,Amphibia,train_audio
555146,train_audio/555146/iNat772491.ogg,7.7845,32000,1,75101,Amphibia,train_audio
555146,train_audio/555146/iNat1657895.ogg,6.91190625,32000,1,61789,Amphibia,train_audio
555146,train_audio/555146/iNat1421757.ogg,10.68071875,32000,1,86519,Amphibia,train_audio
555146,train_audio/555146/iNat1375753.ogg,0.048,32000,1,4776,Amphibia,train_audio
555146,train_audio/555146/iNat320503.ogg,32.05065625,32000,1,311883,Amphibia,train_audio
555146,train_audio/555146/iNat911117.ogg,25.056,32000,1,243046,Amphibia,train_audio
64898,train_audio/64898/iNat16952.ogg,25.31265625,32000,1,230382,Amphibia,train_audio
64898,train_audio/64898/iNat897991.ogg,53.034375,32000,1,530830,Amphibia,train_audio
64898,train_audio/64898/XC1065545.ogg,15.6825625,32000,1,146607,Amphibia,train_audio
65377,train_audio/65377/iNat730290.ogg,27.193,32000,1,239626,Amphibia,train_audio
65377,train_audio/65377/iNat1613360.ogg,25.632,32000,1,227185,Amphibia,train_audio
65377,train_audio/65377/iNat924036.ogg,38.9,32000,1,350685,Amphibia,train_audio
65377,train_audio/65377/XC971185.ogg,78.94628125,32000,1,776727,Amphibia,train_audio
65377,train_audio/65377/iNat1592915.ogg,5.112,32000,1,51864,Amphibia,train_audio
65377,train_audio/65377/XC1008740.ogg,5.3415625,32000,1,54074,Amphibia,train_audio
65377,train_audio/65377/iNat1676955.ogg,0.048,32000,1,4826,Amphibia,train_audio
65380,train_audio/65380/iNat160751.ogg,19.330625,32000,1,189158,Amphibia,train_audio
65380,train_audio/65380/iNat545992.ogg,25.72190625,32000,1,218555,Amphibia,train_audio
65380,train_audio/65380/iNat578404.ogg,7.9876875,32000,1,58986,Amphibia,train_audio
65380,train_audio/65380/iNat1261184.ogg,8.688,32000,1,92586,Amphibia,train_audio
65380,train_audio/65380/iNat1650638.ogg,9.27984375,32000,1,73312,Amphibia,train_audio
65380,train_audio/65380/iNat1650639.ogg,11.7545,32000,1,89582,Amphibia,train_audio
65380,train_audio/65380/iNat680964.ogg,28.81596875,32000,1,232716,Amphibia,train_audio
66971,train_audio/66971/iNat163939.ogg,13.76653125,32000,1,138788,Amphibia,train_audio
66971,train_audio/66971/iNat1337447.ogg,10.84853125,32000,1,102948,Amphibia,train_audio
66971,train_audio/66971/iNat1241669.ogg,25.1946875,32000,1,185342,Amphibia,train_audio
66971,train_audio/66971/iNat163948.ogg,28.9175625,32000,1,344147,Amphibia,train_audio
66971,train_audio/66971/iNat330584.ogg,23.44671875,32000,1,235501,Amphibia,train_audio
67107,train_audio/67107/iNat70590.ogg,23.37959375,32000,1,209662,Amphibia,train_audio
67107,train_audio/67107/XC952975.ogg,40.79075,32000,1,352787,Amphibia,train_audio
67107,train_audio/67107/iNat1208961.ogg,21.76,32000,1,85840,Amphibia,train_audio
67107,train_audio/67107/iNat314794.ogg,15.8428125,32000,1,137970,Amphibia,train_audio
67107,train_audio/67107/XC1039651.ogg,87.144,32000,1,765902,Amphibia,train_audio
67107,train_audio/67107/XC1003088.ogg,48.05978125,32000,1,439043,Amphibia,train_audio
67107,train_audio/67107/iNat1668289.ogg,32.9013125,32000,1,248408,Amphibia,train_audio
67252,train_audio/67252/iNat933802.ogg,4.56,32000,1,42694,Amphibia,train_audio
67252,train_audio/67252/iNat1257838.ogg,11.389375,32000,1,104921,Amphibia,train_audio
67252,train_audio/67252/XC1000114.ogg,75.4068125,32000,1,684512,Amphibia,train_audio
67252,train_audio/67252/XC952184.ogg,11.4155,32000,1,104963,Amphibia,train_audio
67252,train_audio/67252/iNat1451488.ogg,12.82134375,32000,1,101240,Amphibia,train_audio
67252,train_audio/67252/XC929104.ogg,7.83675,32000,1,70194,Amphibia,train_audio
70711,train_audio/70711/iNat1301472.ogg,8.335625,32000,1,66394,Amphibia,train_audio
70711,train_audio/70711/iNat261953.ogg,35.2653125,32000,1,298053,Amphibia,train_audio
738183,train_audio/738183/iNat492616.ogg,121.3,32000,1,951913,Mammalia,train_audio
738183,train_audio/738183/iNat507314.ogg,47.31428125,32000,1,425654,Mammalia,train_audio
738183,train_audio/738183/iNat507316.ogg,100.2195,32000,1,911920,Mammalia,train_audio
738183,train_audio/738183/iNat1468130.ogg,59.06284375,32000,1,536413,Mammalia,train_audio
738183,train_audio/738183/XC999131.ogg,59.08896875,32000,1,536559,Mammalia,train_audio
74113,train_audio/74113/XC1067100.ogg,144.82284375,32000,1,1289845,Mammalia,train_audio
74113,train_audio/74113/XC1067101.ogg,160.44409375,32000,1,1376822,Mammalia,train_audio
74113,train_audio/74113/XC1067102.ogg,161.51509375,32000,1,1418206,Mammalia,train_audio
74113,train_audio/74113/XC992449.ogg,271.272,32000,1,2320335,Mammalia,train_audio
74113,train_audio/74113/XC1067103.ogg,293.7730625,32000,1,2571822,Mammalia,train_audio
74113,train_audio/74113/XC1066320.ogg,318.66775,32000,1,2839129,Mammalia,train_audio
74113,train_audio/74113/XC987237.ogg,30.0,32000,1,253032,Mammalia,train_audio
74580,train_audio/74580/iNat1152501.ogg,4.6904375,32000,1,38328,Mammalia,train_audio
74580,train_audio/74580/iNat717618.ogg,25.68128125,32000,1,189771,Mammalia,train_audio
74580,train_audio/74580/XC991442.ogg,32.361625,32000,1,272205,Mammalia,train_audio
760266,train_audio/760266/iNat379362.ogg,32.06046875,32000,1,287398,Insecta,train_audio
760266,train_audio/760266/iNat451611.ogg,14.928,32000,1,142358,Insecta,train_audio
760266,train_audio/760266/iNat175194.ogg,18.20709375,32000,1,174407,Insecta,train_audio
760266,train_audio/760266/iNat382322.ogg,41.631125,32000,1,356194,Insecta,train_audio
760266,train_audio/760266/iNat1101522.ogg,3.648,32000,1,36806,Insecta,train_audio
760266,train_audio/760266/iNat792679.ogg,18.75590625,32000,1,174658,Insecta,train_audio
760266,train_audio/760266/iNat609771.ogg,35.9783125,32000,1,320770,Insecta,train_audio
ashgre1,train_audio/ashgre1/XC422363.ogg,25.6,32000,1,210442,Aves,train_audio
ashgre1,train_audio/ashgre1/XC516395.ogg,35.0824375,32000,1,322190,Aves,train_audio
ashgre1,train_audio/ashgre1/XC135192.ogg,9.29959375,32000,1,84075,Aves,train_audio
ashgre1,train_audio/ashgre1/XC344801.ogg,21.0808125,32000,1,187854,Aves,train_audio
ashgre1,train_audio/ashgre1/XC781744.ogg,56.00871875,32000,1,481311,Aves,train_audio
ashgre1,train_audio/ashgre1/XC838099.ogg,6.24325,32000,1,56396,Aves,train_audio
ashgre1,train_audio/ashgre1/XC142240.ogg,16.22203125,32000,1,149536,Aves,train_audio
astcra1,train_audio/astcra1/XC312776.ogg,10.056,32000,1,100752,Aves,train_audio
astcra1,train_audio/astcra1/XC182563.ogg,69.17225,32000,1,595092,Aves,train_audio
astcra1,train_audio/astcra1/XC476565.ogg,12.93,32000,1,133531,Aves,train_audio
astcra1,train_audio/astcra1/XC713705.ogg,45.71428125,32000,1,414206,Aves,train_audio
astcra1,train_audio/astcra1/iNat566155.ogg,7.86109375,32000,1,77690,Aves,train_audio
astcra1,train_audio/astcra1/XC540394.ogg,45.4008125,32000,1,366020,Aves,train_audio
astcra1,train_audio/astcra1/XC121243.ogg,20.712,32000,1,207230,Aves,train_audio
bafcur1,train_audio/bafcur1/XC130287.ogg,9.504,32000,1,78214,Aves,train_audio
bafcur1,train_audio/bafcur1/XC657816.ogg,36.5453125,32000,1,297781,Aves,train_audio
bafcur1,train_audio/bafcur1/XC838517.ogg,19.48734375,32000,1,167576,Aves,train_audio
bafcur1,train_audio/bafcur1/XC415861.ogg,5.95590625,32000,1,53273,Aves,train_audio
bafcur1,train_audio/bafcur1/XC130288.ogg,161.784,32000,1,1294351,Aves,train_audio
bafcur1,train_audio/bafcur1/iNat1283338.ogg,19.620875,32000,1,147213,Aves,train_audio
bafcur1,train_audio/bafcur1/XC454951.ogg,47.49,32000,1,417219,Aves,train_audio
baffal1,train_audio/baffal1/XC238620.ogg,30.98121875,32000,1,244102,Aves,train_audio
baffal1,train_audio/baffal1/XC240747.ogg,84.66284375,32000,1,713796,Aves,train_audio
baffal1,train_audio/baffal1/XC383802.ogg,26.2791875,32000,1,224538,Aves,train_audio
baffal1,train_audio/baffal1/XC140984.ogg,31.008,32000,1,276857,Aves,train_audio
baffal1,train_audio/baffal1/XC117696.ogg,32.992,32000,1,296892,Aves,train_audio
baffal1,train_audio/baffal1/iNat397319.ogg,21.024,32000,1,184755,Aves,train_audio
baffal1,train_audio/baffal1/XC897585.ogg,170.04,32000,1,1467971,Aves,train_audio
banana,train_audio/banana/XC1059797.ogg,74.187,32000,1,655972,Aves,train_audio
banana,train_audio/banana/iNat1003999.ogg,11.888625,32000,1,91904,Aves,train_audio
banana,train_audio/banana/XC151364.ogg,2.74284375,32000,1,28568,Aves,train_audio
banana,train_audio/banana/XC58865.ogg,72.51590625,32000,1,629064,Aves,train_audio
banana,train_audio/banana/iNat150265.ogg,11.308125,32000,1,87128,Aves,train_audio
banana,train_audio/banana/iNat33115.ogg,16.32,32000,1,125605,Aves,train_audio
banana,train_audio/banana/iNat521485.ogg,21.8964375,32000,1,155126,Aves,train_audio
barant1,train_audio/barant1/iNat1108107.ogg,24.71184375,32000,1,197806,Aves,train_audio
barant1,train_audio/barant1/XC335882.ogg,14.55021875,32000,1,129045,Aves,train_audio
barant1,train_audio/barant1/XC258345.ogg,51.04325,32000,1,460535,Aves,train_audio
barant1,train_audio/barant1/XC706097.ogg,5.6946875,32000,1,53227,Aves,train_audio
barant1,train_audio/barant1/iNat729638.ogg,25.54775,32000,1,225659,Aves,train_audio
barant1,train_audio/barant1/XC778417.ogg,60.029,32000,1,497415,Aves,train_audio
barant1,train_audio/barant1/XC80109.ogg,28.96978125,32000,1,262172,Aves,train_audio
batbel1,train_audio/batbel1/iNat192802.ogg,31.176,32000,1,272469,Aves,train_audio
batbel1,train_audio/batbel1/XC521911.ogg,74.8669375,32000,1,655951,Aves,train_audio
batbel1,train_audio/batbel1/XC419643.ogg,242.232,32000,1,2093206,Aves,train_audio
batbel1,train_audio/batbel1/iNat814552.ogg,18.91265625,32000,1,157395,Aves,train_audio
batbel1,train_audio/batbel1/XC391225.ogg,45.408,32000,1,398176,Aves,train_audio
batbel1,train_audio/batbel1/iNat814553.ogg,24.08490625,32000,1,202516,Aves,train_audio
batbel1,train_audio/batbel1/iNat322025.ogg,30.272,32000,1,224179,Aves,train_audio
baymac,train_audio/baymac/XC335165.ogg,48.64,32000,1,433472,Aves,train_audio
baymac,train_audio/baymac/XC50376.ogg,66.40325,32000,1,558860,Aves,train_audio
baymac,train_audio/baymac/XC963495.ogg,21.288,32000,1,186231,Aves,train_audio
baymac,train_audio/baymac/iNat355469.ogg,13.16571875,32000,1,114714,Aves,train_audio
baymac,train_audio/baymac/XC761.ogg,32.99265625,32000,1,311207,Aves,train_audio
baymac,train_audio/baymac/XC129304.ogg,8.016,32000,1,70649,Aves,train_audio
baymac,train_audio/baymac/XC461473.ogg,10.8146875,32000,1,97776,Aves,train_audio
bbwduc,train_audio/bbwduc/XC386620.ogg,23.04,32000,1,193399,Aves,train_audio
bbwduc,train_audio/bbwduc/iNat1185409.ogg,6.74540625,32000,1,60410,Aves,train_audio
bbwduc,train_audio/bbwduc/iNat828622.ogg,20.64253125,32000,1,178378,Aves,train_audio
bbwduc,train_audio/bbwduc/XC820358.ogg,14.104875,32000,1,133502,Aves,train_audio
bbwduc,train_audio/bbwduc/iNat343800.ogg,17.41496875,32000,1,122067,Aves,train_audio
bbwduc,train_audio/bbwduc/XC817488.ogg,8.20584375,32000,1,78565,Aves,train_audio
bbwduc,train_audio/bbwduc/XC1046915.ogg,30.97853125,32000,1,287196,Aves,train_audio
bcwfin2,train_audio/bcwfin2/XC569026.ogg,10.52734375,32000,1,88821,Aves,train_audio
bcwfin2,train_audio/bcwfin2/iNat715977.ogg,20.8,32000,1,174372,Aves,train_audio
bcwfin2,train_audio/bcwfin2/iNat767206.ogg,42.09778125,32000,1,316262,Aves,train_audio
bcwfin2,train_audio/bcwfin2/iNat1258924.ogg,63.45578125,32000,1,561173,Aves,train_audio
bcwfin2,train_audio/bcwfin2/XC996958.ogg,23.33,32000,1,222487,Aves,train_audio
bcwfin2,train_audio/bcwfin2/iNat401180.ogg,16.74159375,32000,1,130045,Aves,train_audio
