primary_label,class_name,n_clips,lat_med,lon_med,lat_range,lon_range,dist_pantanal_km,n_in_pantanal_box,frac_in_pantanal
555123,Amphibia,3,-15.8112,-47.7665,3.9063599999999976,3.4897499999999937,1018.5883935096816,0,0.0
555145,Amphibia,9,-7.5951,-59.6184,34.34656,27.876940000000005,1310.8515717824066,0,0.0
555146,Amphibia,18,-7.8958,-53.98365,31.629849999999998,37.06399999999999,1275.7240710897347,0,0.0
64898,Amphibia,3,-14.1825,-67.9156,6.129359999999998,10.273950000000006,1306.4878794743481,1,0.3333333333333333
65377,Amphibia,46,-23.548099999999998,-49.0349,16.263699999999996,8.496749999999999,942.5581776278016,0,0.0
65380,Amphibia,23,-28.7925,-57.3884,28.654219999999995,21.569119999999998,1085.2507828076164,0,0.0
66971,Amphibia,5,-31.6263,-60.878,0.2402799999999985,0.363660000000003,1458.2568371707118,0,0.0
67107,Amphibia,14,-23.99205,-52.750699999999995,19.319834999999998,22.302554999999998,687.7250175783272,0,0.0
67252,Amphibia,6,-11.87605,-57.4185,34.667775,18.932775,800.9124131315486,0,0.0
70711,Amphibia,2,-20.226049999999997,-48.5668,23.039189999999994,21.969359999999995,866.8216303979451,0,0.0
738183,Mammalia,5,-19.1679,-57.5607,2.2448999999999977,0.6069999999999993,86.18137306940731,3,0.6
74113,Mammalia,10,37.0978,-6.4101,28.985319999999994,81.86592499999998,8170.893948364542,0,0.0
74580,Mammalia,3,-15.0055,-56.7287,2.717279999999999,2.98818,449.73357956012376,1,0.3333333333333333
760266,Insecta,7,-22.3954,-47.5446,6.015239999999995,6.327729999999995,1026.7996777764663,0,0.0
ashgre1,Aves,106,-10.5586,-51.2933,23.807499999999997,32.03212499999999,1111.2394643730358,4,0.03773584905660377
astcra1,Aves,128,-19.073,-50.635400000000004,32.74802,34.42897,642.6044511464252,2,0.015625
bafcur1,Aves,51,-16.62,-54.565,19.667149999999996,11.66115,355.6565370297932,13,0.2549019607843137
baffal1,Aves,337,-7.3984,-64.2667,41.68768,46.52557999999999,1529.018506006617,0,0.0
banana,Aves,498,0.7093,-65.78899999999999,44.600435000000004,42.661015,2408.597592872317,1,0.002008032128514056
barant1,Aves,454,-0.552,-65.72460000000001,43.32929,50.151489999999995,2277.8374310300355,11,0.024229074889867842
batbel1,Aves,229,-23.5432,-46.6374,7.0984399999999965,13.960499999999996,1160.2000248663257,0,0.0
baymac,Aves,167,-12.2755,-62.2945,35.121739999999924,29.891,958.807343435837,2,0.011976047904191617
bbwduc,Aves,491,27.9643,-89.877,54.80005,56.2422,6326.874322301806,1,0.002036659877800407
bcwfin2,Aves,56,-30.150199999999998,-61.27355,14.806049999999999,8.302475000000001,1315.878714752684,3,0.05357142857142857
bkcdon,Aves,189,-14.0858,-55.1326,32.272819999999996,33.7401,578.2632191310364,8,0.042328042328042326
bkhpar,Aves,109,26.6409,-80.037,68.79612,62.97232,5667.816270910086,16,0.14678899082568808
blchaw1,Aves,58,-16.6003,-56.9513,34.462125,24.618589999999998,273.22626202633273,14,0.2413793103448276
blheag1,Aves,169,-9.2856,-55.1251,43.764799999999994,48.143619999999984,1099.7535701828194,0,0.0
blttit1,Aves,71,-16.0538,-52.1851,31.366099999999996,35.90305,587.4826612600943,0,0.0
bncfly,Aves,492,19.07745,-89.7482,56.74468,70.232325,5561.839823276014,1,0.0020325203252032522
bobfly1,Aves,492,-0.523,-73.47229999999999,46.302315,54.378215000000004,2751.1747487011653,5,0.01016260162601626
brcmar1,Aves,123,-19.2237,-55.9297,39.69113,33.15138,88.31051796500398,8,0.06504065040650407
brnowl,Aves,474,32.926100000000005,-101.74995,78.54542000000001,73.32174,7499.279435205217,3,0.006329113924050633
bucmot4,Aves,169,-6.7394,-60.7402,24.63418,28.610239999999997,1435.2845315825957,3,0.01775147928994083
bucpar,Aves,124,21.70065,-61.209599999999995,68.933645,76.35233500000001,4557.1559643419905,4,0.03225806451612903
bufpar,Aves,206,-22.578400000000002,-50.56715,25.792275000000004,21.924974999999996,752.7754721801385,19,0.09223300970873786
bunibi1,Aves,174,-18.2058,-54.103,37.8135,29.41409000000001,294.28098218850477,18,0.10344827586206896
burowl,Aves,238,-9.75165,-70.81995,76.65017,73.31897499999995,1832.6286951995005,0,0.0
camfli1,Aves,122,-23.4998,-50.24375,19.954759999999993,22.277655000000003,836.0112079045177,0,0.0
chacha1,Aves,99,-20.086,-58.141,13.756529999999998,9.229759999999999,185.76734761266562,35,0.35353535353535354
chbmoc1,Aves,270,-26.7166,-54.1543,28.864179999999987,23.56886,892.9054501957296,0,0.0
chobla1,Aves,244,-17.90975,-51.703,18.929205,24.667824999999993,547.1272041949177,14,0.05737704918032787
chvcon1,Aves,120,-17.03615,-49.170500000000004,20.850139999999996,26.0306,831.9490847911338,0,0.0
cibspi1,Aves,41,-13.2503,-56.8448,15.0473,41.109500000000004,644.9766127178744,8,0.1951219512195122
coffal1,Aves,495,6.9923,-78.867,47.54174999999999,61.15175000000001,3776.1055067385646,0,0.0
compau,Aves,493,4.9079,-76.2888,53.21832,56.314699999999995,3416.674491819522,4,0.008113590263691683
compot1,Aves,368,-9.66575,-59.19725,37.60337,38.400594999999996,1076.1796234523888,0,0.0
crbthr1,Aves,269,-25.6669,-55.6426,20.171120000000002,22.637380000000007,744.511954203993,1,0.0037174721189591076
crebec1,Aves,81,-23.07,-49.1572,21.2293,24.850200000000008,905.589419870152,3,0.037037037037037035
dwatin1,Aves,23,-16.8573,-47.4472,6.45163,17.24967999999999,1013.6326567584363,0,0.0
epaori4,Aves,188,-23.6782,-53.99075,22.567510000000006,19.178025000000012,588.5763602610131,4,0.02127659574468085
eulfly1,Aves,355,-19.8834,-53.728,31.97693,36.35096,330.08914161945404,0,0.0
fabwre1,Aves,79,-16.9398,-62.9065,9.37253,9.740590000000005,692.0023809022013,21,0.26582278481012656
fepowl,Aves,497,10.2296,-84.185,61.24886,63.67548000000001,4432.091350732064,4,0.008048289738430584
ficman1,Aves,66,-10.4214,-55.7169,15.828025,27.97680000000001,965.8525929725087,0,0.0
flawar1,Aves,204,-16.0538,-48.3666,17.285425,25.164275000000004,948.9925048149945,10,0.049019607843137254
fotfly,Aves,83,-22.1978,-54.5854,48.25215999999999,32.353899999999996,416.2210303628758,0,0.0
fusfly1,Aves,248,-16.49175,-52.3775,34.87,31.517199999999995,543.3537468212611,2,0.008064516129032258
gilhum1,Aves,117,-28.5332,-57.9231,18.541319999999995,11.941760000000002,1061.192979900174,2,0.017094017094017096
giwrai1,Aves,111,-31.5205,-57.9864,20.183750000000003,11.4433,1392.1804897663037,0,0.0
glteme1,Aves,109,-14.625,-49.285,28.75396,37.524999999999984,934.2549794523115,1,0.009174311926605505
grasal3,Aves,362,-17.5255,-60.587,33.849914999999996,29.340095000000012,439.12142799799057,17,0.04696132596685083
greani1,Aves,127,-13.8891,-52.5698,34.82621,38.025420000000004,726.52234103191,0,0.0
greant1,Aves,475,-11.1258,-60.9225,42.37607,44.35895,988.2662084162172,7,0.014736842105263158
greela,Aves,224,-12.273399999999999,-64.41675000000001,46.79964,56.467045000000006,1113.800422796657,3,0.013392857142857142
grekis,Aves,482,6.51385,-76.041,62.03166999999999,61.90616,3542.2481322958574,3,0.006224066390041493
grepot1,Aves,72,-2.9663500000000003,-70.5735,30.916069999999998,35.668015,2336.211621984263,1,0.013888888888888888
gretho2,Aves,153,-27.4369,-58.5888,22.495960000000004,16.94464,951.2641740796266,13,0.08496732026143791
greyel,Aves,475,40.4591,-84.0878,74.50368999999998,69.06756999999996,7196.288730326429,0,0.0
grfdov1,Aves,195,-9.642,-55.5786,31.29884,33.42517,1053.6852155826734,0,0.0
grhtan1,Aves,94,-14.625,-56.662,30.457759999999997,30.835639999999998,492.126621003595,5,0.05319148936170213
gycwor1,Aves,436,-10.2855,-58.58005,44.5674,45.0788,994.2058948292787,9,0.020642201834862386
horscr1,Aves,102,-6.981949999999999,-64.5417,28.963434999999997,35.87353000000001,1584.3492041999518,0,0.0
houspa,Aves,496,43.0496,-8.6005,76.5752,186.6762,8476.227591606861,0,0.0
hyamac1,Aves,65,-16.5167,-56.7126,13.97662,9.267019999999988,281.7179349287818,39,0.6
larela1,Aves,144,-23.11435,-53.7646,26.790124999999993,26.377030000000005,547.8359626993075,4,0.027777777777777776
lesela1,Aves,121,-14.625,-50.2667,31.5479,42.7387,847.2679703458572,0,0.0
lesgrf1,Aves,30,-28.54015,-50.36145,13.078874999999996,12.767349999999993,1238.7286438769204,1,0.03333333333333333
limpki,Aves,405,26.0357,-80.7591,64.57536,44.566739999999996,5644.284235266708,15,0.037037037037037035
linwoo1,Aves,356,-3.7070499999999997,-66.81045,45.575075,61.7566,2026.116993847357,4,0.011235955056179775
litcuc2,Aves,104,-0.498,-71.57875,21.6904,31.112119999999997,2621.1302755389665,1,0.009615384615384616
litnig1,Aves,109,-22.7295,-55.7889,26.752019999999995,28.247419999999998,421.14246278965453,2,0.01834862385321101
mabpar,Aves,105,-24.1086,-48.4073,19.59402,18.279020000000003,1029.399668166181,0,0.0
magant1,Aves,63,-16.7581,-56.8501,6.188559999999999,8.84572,255.0676145225542,40,0.6349206349206349
magtan2,Aves,74,-17.5544,-53.8964,26.132709999999996,33.71922000000001,344.0963023989746,0,0.0
masgna1,Aves,263,-22.6562,-57.4501,22.792999999999985,16.677429999999994,407.53366746000887,9,0.034220532319391636
nacnig1,Aves,18,-25.269849999999998,-58.31805,18.91017,16.406654999999986,710.18982491607,1,0.05555555555555555
ocecra1,Aves,15,-23.3358,-52.3705,37.7809,20.28562,658.1118734416406,0,0.0
oliwoo1,Aves,424,-14.677800000000001,-54.1937,36.879419999999996,45.44140000000001,557.0529713928516,1,0.0023584905660377358
orbtro3,Aves,81,-13.3725,-60.8972,24.0386,27.9991,770.9901120637917,11,0.13580246913580246
orwpar,Aves,195,-5.7717,-52.505,48.11157,39.46004999999995,1546.4185240733248,0,0.0
osprey,Aves,495,39.2112,-81.0559,30.780689999999993,158.09524,6954.128578098511,0,0.0
pabspi1,Aves,316,-3.2231,-64.50145,45.89895,31.16445000000001,1951.2078492539304,1,0.0031645569620253164
palhor3,Aves,69,-9.5937,-66.0987,26.654600000000002,36.8026,1455.072508331805,10,0.14492753623188406
paltan1,Aves,247,-3.5664,-59.8673,33.337239999999994,41.01759,1754.7035012328683,0,0.0
phecuc1,Aves,149,4.3758,-77.803,47.08562,44.391679999999994,3477.8861616077147,0,0.0
picpig2,Aves,162,-23.4972,-51.4426,20.131514999999993,19.79038,739.4070740167608,3,0.018518518518518517
pirfly1,Aves,345,-1.4585,-67.8809,41.2601,45.44132,2301.4437767256145,1,0.002898550724637681
plasla1,Aves,120,-15.065000000000001,-47.7648,17.10407,15.026319999999998,1052.63623678101,2,0.016666666666666666
platyr1,Aves,36,-21.6167,-60.12195,15.26395,8.67837500000001,452.8027278022512,8,0.2222222222222222
plcjay1,Aves,186,-25.52515,-54.462450000000004,14.07375,18.559749999999994,757.4367976538279,9,0.04838709677419355
pluibi1,Aves,68,-18.99885,-56.8764,20.8057,15.221334999999996,14.453464240487579,24,0.35294117647058826
purjay1,Aves,77,-17.9513,-58.141,14.148959999999999,14.279100000000007,190.89035757143117,20,0.2597402597402597
pvttyr1,Aves,241,-19.2667,-56.8764,36.123200000000004,35.7186,27.511492991073908,11,0.04564315352697095
ragmac1,Aves,102,-11.9742,-58.7949,26.234595,21.121245000000002,816.6838825084631,8,0.0784313725490196
rebscy1,Aves,182,-12.99705,-60.629000000000005,34.138659999999994,40.760594999999995,790.3593300284831,8,0.04395604395604396
recfin1,Aves,126,-22.3243,-56.6289,28.239975,30.269450000000006,364.30333698856043,5,0.03968253968253968
redjun,Aves,208,11.5803,102.77484999999999,58.828525,207.59186499999993,17669.92986514419,0,0.0
relser1,Aves,135,-19.7656,-48.0445,19.12856,23.320639999999997,916.3587237371835,2,0.014814814814814815
rinkin1,Aves,235,-0.523,-72.0953,59.81878999999999,56.095729999999996,2654.058482122182,10,0.0425531914893617
rivwar1,Aves,100,-23.707549999999998,-48.294650000000004,27.33115,16.4546,1016.8144688701187,0,0.0
roahaw,Aves,489,3.5026,-74.1183,52.337419999999995,54.297399999999996,3146.3645478908757,0,0.0
rubthr1,Aves,499,-26.907,-52.2304,19.986639999999994,22.992269999999998,988.3408819450868,3,0.006012024048096192
rufcac2,Aves,28,-16.3834,-56.8764,6.4869699999999995,9.923339999999996,296.81443110911613,12,0.42857142857142855
rufcas2,Aves,58,-16.67535,-51.691,15.765949999999998,15.627524999999991,596.9277592674994,4,0.06896551724137931
rufgna3,Aves,159,-23.3248,-46.9094,12.61384,14.395589999999999,1125.0938905216553,0,0.0
rufhor2,Aves,315,-25.5963,-58.1302,20.893780000000003,22.45941,741.6083407111752,26,0.08253968253968254
rufnig1,Aves,256,-2.9666,-60.7388,35.138374999999996,34.892075,1840.2461608458998,1,0.00390625
ruftho1,Aves,98,-14.0816,-47.34465,27.961845,43.82799,1144.1475051326472,3,0.030612244897959183
ruftof1,Aves,98,-14.8264,-55.2566,19.53826499999999,27.88528,495.76664527299073,8,0.08163265306122448
rumfly1,Aves,247,0.1607,-68.9938,29.464979999999997,31.82533999999999,2519.5528949397285,10,0.04048582995951417
ruther1,Aves,86,-14.8688,-58.8733,33.40425,33.664500000000004,516.8453975306265,5,0.05813953488372093
rutjac1,Aves,265,-6.5142,-58.29,39.8857,52.23721999999998,1403.8393100483124,4,0.01509433962264151
sabspa1,Aves,69,-21.854,-53.8803,12.5762,15.656560000000006,431.94443126873495,4,0.057971014492753624
saffin,Aves,479,-20.4499,-58.3615,47.11747999999997,37.183800000000005,229.50212486984918,5,0.010438413361169102
saytan1,Aves,278,-23.582349999999998,-53.3108,25.33181,26.710624999999993,617.097681112219,1,0.0035971223021582736
scadov1,Aves,164,-14.625,-49.4959,37.805440000000004,34.18348999999999,915.2601307155651,4,0.024390243902439025
schpar1,Aves,145,-23.2119,-47.2809,12.241659999999992,23.91343999999998,1085.2741221467618,5,0.034482758620689655
scther1,Aves,103,-23.3309,-46.292,12.84488,14.770539999999997,1183.6218102745045,0,0.0
shcfly1,Aves,223,-15.699,-49.604,29.707239999999967,36.84188999999997,844.7770625320818,0,0.0
shshaw,Aves,101,41.0654,-80.3052,75.9033,76.91980000000001,7112.925117842394,0,0.0
shtnig1,Aves,163,-18.3954,-49.604,32.63679,38.64108,756.0076376305132,0,0.0
sibtan2,Aves,226,-5.90965,-60.51445,28.70535,30.532024999999997,1516.9445274524605,1,0.004424778761061947
smbani,Aves,305,-0.2283,-70.4332,53.887060000000005,41.83474,2570.5716064071657,5,0.01639344262295082
smbtin1,Aves,94,-15.65655,-48.8224,16.705124999999995,28.061539999999994,921.9237409080409,1,0.010638297872340425
sobcac1,Aves,183,-17.3722,-59.2649,36.094069999999995,40.371470000000016,324.5936186524637,11,0.060109289617486336
sobtyr1,Aves,490,-11.79675,-60.70685,41.124025,39.11516499999998,911.0836657686301,1,0.0020408163265306124
socfly1,Aves,494,9.8328,-82.8408,46.723845,64.80159499999999,4300.460762827021,0,0.0
sofspi1,Aves,437,-24.0458,-57.4501,27.953180000000003,25.014740000000003,560.2022658528423,0,0.0
souant1,Aves,159,-22.5001,-49.1691,12.688169999999998,13.397959999999998,876.3390202306344,0,0.0
soulap1,Aves,497,-22.4084,-64.9646,50.13256,37.11140000000001,932.1005519356763,1,0.002012072434607646
souscr1,Aves,103,-28.0342,-57.7376,21.336699999999997,14.066530000000007,1004.0412681921608,14,0.13592233009708737
spbant3,Aves,205,-23.6042,-46.9632,11.719100000000003,15.148399999999995,1132.6740669092906,0,0.0
spispi1,Aves,239,-24.2667,-48.4799,21.36624,17.24364,1032.4859645862298,0,0.0
sptnig1,Aves,3,-21.3969,-43.0375,36.5166,48.066930000000006,1453.8237866059956,0,0.0
squcuc1,Aves,432,-6.7072,-63.9445,46.215599999999995,62.78741,1577.6775282212477,2,0.004629629629629629
stbwoo2,Aves,219,-5.9728,-63.2057,23.895109999999995,40.564530000000005,1613.4118181786744,1,0.0045662100456621
strcuc1,Aves,485,-15.9249,-60.6397,46.89166,46.25467999999999,539.3230895815287,1,0.002061855670103093
strher2,Aves,164,-2.5552,-42.83085,62.506415000000004,198.0633,2378.4962804232086,4,0.024390243902439025
strowl1,Aves,184,-19.95765,-57.560900000000004,44.904025,37.00258500000001,131.94635612859295,1,0.005434782608695652
swthum1,Aves,98,-17.04635,-48.15245,19.02816,15.631374999999998,935.7324597474203,0,0.0
swtman1,Aves,355,-23.6084,-46.5858,9.243620000000046,14.766300000000001,1167.9285655552126,0,0.0
tattin1,Aves,138,-23.093049999999998,-54.1168,24.280520000000003,35.60163000000001,526.034896141334,0,0.0
thlwre1,Aves,213,-15.4297,-57.2932,25.847119999999997,37.815960000000004,406.6695844174734,26,0.12206572769953052
toctou1,Aves,148,-21.215600000000002,-49.5177,26.457114999999998,21.259995000000004,792.408907115155,10,0.06756756756756757
trokin,Aves,483,9.9373,-82.0562,64.51153,66.73715999999999,4252.558286423435,1,0.002070393374741201
trsowl,Aves,491,-16.5631,-59.597,43.840199999999996,38.07599999999999,409.01662315357817,1,0.002036659877800407
undtin1,Aves,204,-12.866,-56.864599999999996,23.36965,28.68545000000001,687.7384348730823,21,0.10294117647058823
varant1,Aves,291,-23.2845,-49.4856,27.5547,30.57159999999999,888.0531460366759,1,0.003436426116838488
watjac1,Aves,134,-13.5086,-58.480599999999995,40.611325,37.73194499999999,643.2415407429944,4,0.029850746268656716
wesfie1,Aves,136,-1.6723,-77.1375,19.65795,23.201050000000002,2943.2917565212897,0,0.0
wfwduc1,Aves,133,-17.3949,-42.7735,49.315259999999995,122.9879,1487.1797783989714,0,0.0
whbant2,Aves,75,-24.2783,-48.4334,4.2027699999999975,11.108910000000002,1037.153560845071,0,0.0
whbwar2,Aves,243,-26.5369,-51.5218,12.113869999999995,17.675700000000006,989.7737286587883,0,0.0
whiwoo1,Aves,150,-23.4869,-49.6457,26.871714999999995,23.321584999999978,885.9169464682741,2,0.013333333333333334
whlspi1,Aves,59,-16.5167,-56.5752,10.78773,8.005419999999994,282.297352272728,28,0.4745762711864407
whnjay1,Aves,105,-12.5834,-44.2501,14.669759999999998,14.605019999999996,1517.4067457402407,0,0.0
whtdov,Aves,491,-0.0773,-75.1349,59.9332,62.587199999999996,2910.8568768986797,2,0.004073319755600814
whwpic1,Aves,83,-16.4727,-49.2888,15.765819999999998,17.65372,840.3404451509422,3,0.03614457831325301
y00678,Aves,188,-16.508049999999997,-58.5353,63.036899999999996,61.23181000000001,340.0273046686314,11,0.05851063829787234
yebcar,Aves,27,-22.1425,-57.1865,52.3317,102.02259999999998,346.8578195150254,8,0.2962962962962963
yebela1,Aves,297,-5.9307,-54.5898,41.32071999999999,48.97407999999997,1477.4365433230937,0,0.0
yecmac,Aves,46,-17.1025,-58.02675,11.564825000000003,14.749300000000005,255.16065640094126,9,0.1956521739130435
yecpar,Aves,243,-16.5122,-51.703,68.66783000000001,74.71432,604.2584677190006,8,0.03292181069958848
yehcar1,Aves,82,-6.9574,-55.52005,37.792280000000005,40.826425000000015,1351.1943545998736,0,0.0
yeofly1,Aves,493,-15.352,-53.991,43.93682,47.75623999999999,504.9077710032176,8,0.016227180527383367
