filename,primary_label,common_name,dur_sec,size_b,group_n,is_cross_species,group_key
bbwduc/iNat199289.ogg,bbwduc,Black-bellied Whistling Duck,13.11928125,98598,2,False,419817_32000_98598
bbwduc/iNat199242.ogg,bbwduc,Black-bellied Whistling Duck,13.11928125,98598,2,False,419817_32000_98598
blheag1/XC189776.ogg,blheag1,Black Hawk-Eagle,22.85715625,199489,2,True,731429_32000_199489
glteme1/XC741148.ogg,glteme1,Glittering-throated Emerald,22.85715625,199489,2,True,731429_32000_199489
bncfly/iNat1389288.ogg,bncfly,Brown-crested Flycatcher,10.356125,81531,2,False,331396_32000_81531
bncfly/iNat1389284.ogg,bncfly,Brown-crested Flycatcher,10.356125,81531,2,False,331396_32000_81531
bobfly1/iNat1703115.ogg,bobfly1,Boat-billed Flycatcher,10.18775,86432,2,True,326008_32000_86432
ruther1/XC657827.ogg,ruther1,Rufescent Tiger Heron,10.18775,86432,2,True,326008_32000_86432
brnowl/iNat154102.ogg,brnowl,American Barn Owl,25.0666875,183277,2,False,802134_32000_183277
brnowl/iNat154100.ogg,brnowl,American Barn Owl,25.0666875,183277,2,False,802134_32000_183277
burowl/iNat862831.ogg,burowl,Burrowing Owl,11.725625,92045,2,False,375220_32000_92045
burowl/iNat862867.ogg,burowl,Burrowing Owl,11.725625,92045,2,False,375220_32000_92045
burowl/XC246950.ogg,burowl,Burrowing Owl,15.07265625,128783,2,False,482325_32000_128783
burowl/XC254112.ogg,burowl,Burrowing Owl,15.07265625,128783,2,False,482325_32000_128783
burowl/iNat597872.ogg,burowl,Burrowing Owl,54.42759375,373166,2,False,1741683_32000_373166
burowl/iNat597879.ogg,burowl,Burrowing Owl,54.42759375,373166,2,False,1741683_32000_373166
chbmoc1/iNat1585106.ogg,chbmoc1,Chalk-browed Mockingbird,13.932,105522,2,False,445824_32000_105522
chbmoc1/iNat1586289.ogg,chbmoc1,Chalk-browed Mockingbird,13.932,105522,2,False,445824_32000_105522
chbmoc1/iNat475494.ogg,chbmoc1,Chalk-browed Mockingbird,16.6248125,127534,2,False,531994_32000_127534
chbmoc1/iNat475496.ogg,chbmoc1,Chalk-browed Mockingbird,16.6248125,127534,2,False,531994_32000_127534
chobla1/iNat1116775.ogg,chobla1,Chopi Blackbird,13.258625,101591,3,False,424276_32000_101591
chobla1/iNat1119727.ogg,chobla1,Chopi Blackbird,13.258625,101591,3,False,424276_32000_101591
chobla1/iNat1124462.ogg,chobla1,Chopi Blackbird,13.258625,101591,3,False,424276_32000_101591
compau/iNat1217423.ogg,compau,Pauraque,3.0,32382,2,True,96000_32000_32382
rufnig1/iNat1212628.ogg,rufnig1,Rufous Nightjar,3.0,32382,2,True,96000_32000_32382
compau/iNat595463.ogg,compau,Pauraque,20.48,147696,2,False,655360_32000_147696
compau/iNat595475.ogg,compau,Pauraque,20.48,147696,2,False,655360_32000_147696
compau/iNat936765.ogg,compau,Pauraque,19.01715625,141590,2,False,608549_32000_141590
compau/iNat936767.ogg,compau,Pauraque,19.01715625,141590,2,False,608549_32000_141590
compau/iNat1294212.ogg,compau,Pauraque,0.1045,5681,2,True,3344_32000_5681
shtnig1/iNat1696713.ogg,shtnig1,Short-tailed Nighthawk,0.1045,5681,2,True,3344_32000_5681
crbthr1/iNat1693777.ogg,crbthr1,Creamy-bellied Thrush,0.1045,5474,2,True,3344_32000_5474
whnjay1/iNat1651360.ogg,whnjay1,White-naped Jay,0.1045,5474,2,True,3344_32000_5474
fepowl/iNat1699656.ogg,fepowl,Ferruginous Pygmy Owl,10.28646875,76807,2,False,329167_32000_76807
fepowl/iNat1699747.ogg,fepowl,Ferruginous Pygmy Owl,10.28646875,76807,2,False,329167_32000_76807
fepowl/iNat1722228.ogg,fepowl,Ferruginous Pygmy Owl,11.54034375,86480,2,False,369291_32000_86480
fepowl/iNat1721602.ogg,fepowl,Ferruginous Pygmy Owl,11.54034375,86480,2,False,369291_32000_86480
fepowl/iNat791264.ogg,fepowl,Ferruginous Pygmy Owl,37.78134375,283008,2,True,1209003_32000_283008
giwrai1/iNat791265.ogg,giwrai1,Giant Wood Rail,37.78134375,283008,2,True,1209003_32000_283008
fepowl/iNat18466.ogg,fepowl,Ferruginous Pygmy Owl,18.41303125,162198,2,False,589217_32000_162198
fepowl/iNat330535.ogg,fepowl,Ferruginous Pygmy Owl,18.41303125,162198,2,False,589217_32000_162198
fepowl/iNat1540299.ogg,fepowl,Ferruginous Pygmy Owl,36.3856875,266042,2,True,1164342_32000_266042
undtin1/iNat1540301.ogg,undtin1,Undulated Tinamou,36.3856875,266042,2,True,1164342_32000_266042
fepowl/iNat842943.ogg,fepowl,Ferruginous Pygmy Owl,4.64396875,38094,2,False,148607_32000_38094
fepowl/iNat636504.ogg,fepowl,Ferruginous Pygmy Owl,4.64396875,38094,2,False,148607_32000_38094
giwrai1/iNat693433.ogg,giwrai1,Giant Wood Rail,54.17215625,410300,2,True,1733509_32000_410300
sobcac1/iNat693429.ogg,sobcac1,Solitary Cacique,54.17215625,410300,2,True,1733509_32000_410300
grasal3/iNat456620.ogg,grasal3,Bluish-grey Saltator,62.6706875,467520,2,True,2005462_32000_467520
soulap1/iNat456621.ogg,soulap1,Southern Lapwing,62.6706875,467520,2,True,2005462_32000_467520
grasal3/iNat693450.ogg,grasal3,Bluish-grey Saltator,46.486375,345062,2,True,1487564_32000_345062
gretho2/iNat693449.ogg,gretho2,Greater Thornbird,46.486375,345062,2,True,1487564_32000_345062
greant1/iNat587395.ogg,greant1,Great Antshrike,45.67365625,337622,2,True,1461557_32000_337622
sofspi1/iNat587391.ogg,sofspi1,Sooty-fronted Spinetail,45.67365625,337622,2,True,1461557_32000_337622
grekis/iNat887898.ogg,grekis,Great Kiskadee,19.4575625,145460,2,False,622642_32000_145460
grekis/iNat887899.ogg,grekis,Great Kiskadee,19.4575625,145460,2,False,622642_32000_145460
grekis/iNat1663561.ogg,grekis,Great Kiskadee,0.1045,5483,2,True,3344_32000_5483
sofspi1/iNat1510202.ogg,sofspi1,Sooty-fronted Spinetail,0.1045,5483,2,True,3344_32000_5483
grekis/iNat769751.ogg,grekis,Great Kiskadee,35.851625,270685,2,True,1147252_32000_270685
saytan1/iNat769752.ogg,saytan1,Sayaca Tanager,35.851625,270685,2,True,1147252_32000_270685
gretho2/iNat138982.ogg,gretho2,Greater Thornbird,13.32828125,103035,2,True,426505_32000_103035
sobtyr1/iNat138983.ogg,sobtyr1,Southern Beardless Tyrannulet,13.32828125,103035,2,True,426505_32000_103035
gretho2/iNat714866.ogg,gretho2,Greater Thornbird,46.672125,356856,2,True,1493508_32000_356856
sobcac1/iNat714867.ogg,sobcac1,Solitary Cacique,46.672125,356856,2,True,1493508_32000_356856
gretho2/iNat764734.ogg,gretho2,Greater Thornbird,12.5866875,102269,2,False,402774_32000_102269
gretho2/iNat764723.ogg,gretho2,Greater Thornbird,12.5866875,102269,2,False,402774_32000_102269
greyel/iNat387353.ogg,greyel,Greater Yellowlegs,48.599375,366203,2,False,1555180_32000_366203
greyel/iNat387352.ogg,greyel,Greater Yellowlegs,48.599375,366203,2,False,1555180_32000_366203
greyel/iNat1375792.ogg,greyel,Greater Yellowlegs,0.036,4659,2,True,1152_32000_4659
gycwor1/iNat1624903.ogg,gycwor1,Grey-cowled Wood Rail,0.036,4659,2,True,1152_32000_4659
greyel/iNat578125.ogg,greyel,Greater Yellowlegs,15.9056875,113010,2,False,508982_32000_113010
greyel/iNat578106.ogg,greyel,Greater Yellowlegs,15.9056875,113010,2,False,508982_32000_113010
greyel/iNat821491.ogg,greyel,Greater Yellowlegs,7.19790625,56821,2,False,230333_32000_56821
greyel/iNat821519.ogg,greyel,Greater Yellowlegs,7.19790625,56821,2,False,230333_32000_56821
gycwor1/iNat1378299.ogg,gycwor1,Grey-cowled Wood Rail,0.072,5031,2,True,2304_32000_5031
picpig2/iNat1607749.ogg,picpig2,Picazuro Pigeon,0.072,5031,2,True,2304_32000_5031
gycwor1/iNat127666.ogg,gycwor1,Grey-cowled Wood Rail,11.6266875,86823,2,False,372054_32000_86823
gycwor1/iNat127869.ogg,gycwor1,Grey-cowled Wood Rail,11.6266875,86823,2,False,372054_32000_86823
gycwor1/iNat228012.ogg,gycwor1,Grey-cowled Wood Rail,23.4289375,170501,2,False,749726_32000_170501
gycwor1/iNat228036.ogg,gycwor1,Grey-cowled Wood Rail,23.4289375,170501,2,False,749726_32000_170501
houspa/iNat909414.ogg,houspa,House Sparrow,7.453625,59349,2,False,238516_32000_59349
houspa/iNat911870.ogg,houspa,House Sparrow,7.453625,59349,2,False,238516_32000_59349
houspa/iNat1316764.ogg,houspa,House Sparrow,0.072,4999,2,True,2304_32000_4999
strcuc1/iNat1665191.ogg,strcuc1,Striped Cuckoo,0.072,4999,2,True,2304_32000_4999
larela1/iNat592817.ogg,larela1,Large Elaenia,30.61334375,233839,2,True,979627_32000_233839
soulap1/iNat592816.ogg,soulap1,Southern Lapwing,30.61334375,233839,2,True,979627_32000_233839
lesela1/iNat166478.ogg,lesela1,Lesser Elaenia,12.84065625,99503,2,False,410901_32000_99503
lesela1/iNat166486.ogg,lesela1,Lesser Elaenia,12.84065625,99503,2,False,410901_32000_99503
limpki/iNat734851.ogg,limpki,Limpkin,9.54340625,74730,2,False,305389_32000_74730
limpki/iNat734852.ogg,limpki,Limpkin,9.54340625,74730,2,False,305389_32000_74730
limpki/iNat592902.ogg,limpki,Limpkin,14.1641875,106146,2,False,453254_32000_106146
limpki/iNat592903.ogg,limpki,Limpkin,14.1641875,106146,2,False,453254_32000_106146
linwoo1/iNat1266239.ogg,linwoo1,Lineated Woodpecker,14.976875,118788,2,False,479260_32000_118788
linwoo1/iNat1266241.ogg,linwoo1,Lineated Woodpecker,14.976875,118788,2,False,479260_32000_118788
ocecra1/iNat986872.ogg,ocecra1,Ocellated Crake,11.05271875,82645,2,False,353687_32000_82645
ocecra1/iNat986912.ogg,ocecra1,Ocellated Crake,11.05271875,82645,2,False,353687_32000_82645
osprey/iNat1693776.ogg,osprey,Osprey,22.802,179852,2,False,729664_32000_179852
osprey/iNat1693805.ogg,osprey,Osprey,22.802,179852,2,False,729664_32000_179852
palhor3/XC80806.ogg,palhor3,Pale-legged Hornero,12.6955,116742,2,True,406256_32000_116742
schpar1/XC85339.ogg,schpar1,Scaly-headed Parrot,12.6955,116742,2,True,406256_32000_116742
plcjay1/iNat1734625.ogg,plcjay1,Plush-crested Jay,11.0506875,86577,2,True,353622_32000_86577
purjay1/iNat1734624.ogg,purjay1,Purplish Jay,11.0506875,86577,2,True,353622_32000_86577
pluibi1/iNat520491.ogg,pluibi1,Plumbeous Ibis,6.78025,53326,3,False,216968_32000_53326
pluibi1/iNat520495.ogg,pluibi1,Plumbeous Ibis,6.78025,53326,3,False,216968_32000_53326
pluibi1/iNat520496.ogg,pluibi1,Plumbeous Ibis,6.78025,53326,3,False,216968_32000_53326
redjun/iNat543247.ogg,redjun,Red Junglefowl,32.78659375,240788,2,False,1049171_32000_240788
redjun/iNat543269.ogg,redjun,Red Junglefowl,32.78659375,240788,2,False,1049171_32000_240788
redjun/iNat953958.ogg,redjun,Red Junglefowl,0.024,4443,2,True,768_32000_4443
trokin/iNat1088126.ogg,trokin,Tropical Kingbird,0.024,4443,2,True,768_32000_4443
relser1/iNat573470.ogg,relser1,Red-legged Seriema,26.46965625,197034,2,False,847029_32000_197034
relser1/iNat574768.ogg,relser1,Red-legged Seriema,26.46965625,197034,2,False,847029_32000_197034
roahaw/iNat304866.ogg,roahaw,Roadside Hawk,18.065125,139706,2,False,578084_32000_139706
roahaw/iNat190068.ogg,roahaw,Roadside Hawk,18.065125,139706,2,False,578084_32000_139706
roahaw/iNat589091.ogg,roahaw,Roadside Hawk,6.6409375,51488,2,False,212510_32000_51488
roahaw/iNat589092.ogg,roahaw,Roadside Hawk,6.6409375,51488,2,False,212510_32000_51488
roahaw/iNat190069.ogg,roahaw,Roadside Hawk,12.30659375,95168,2,False,393811_32000_95168
roahaw/iNat304865.ogg,roahaw,Roadside Hawk,12.30659375,95168,2,False,393811_32000_95168
rubthr1/iNat1278993.ogg,rubthr1,Rufous-bellied Thrush,32.4906875,246143,2,False,1039702_32000_246143
rubthr1/iNat1278983.ogg,rubthr1,Rufous-bellied Thrush,32.4906875,246143,2,False,1039702_32000_246143
rubthr1/iNat810354.ogg,rubthr1,Rufous-bellied Thrush,30.10134375,233561,2,False,963243_32000_233561
rubthr1/iNat810356.ogg,rubthr1,Rufous-bellied Thrush,30.10134375,233561,2,False,963243_32000_233561
rubthr1/iNat1278988.ogg,rubthr1,Rufous-bellied Thrush,26.51734375,197917,2,False,848555_32000_197917
rubthr1/iNat1278985.ogg,rubthr1,Rufous-bellied Thrush,26.51734375,197917,2,False,848555_32000_197917
rubthr1/iNat544636.ogg,rubthr1,Rufous-bellied Thrush,35.7546875,253941,2,False,1144150_32000_253941
rubthr1/iNat544635.ogg,rubthr1,Rufous-bellied Thrush,35.7546875,253941,2,False,1144150_32000_253941
rubthr1/iNat1281125.ogg,rubthr1,Rufous-bellied Thrush,39.12534375,293430,2,True,1252011_32000_293430
rufhor2/iNat1281122.ogg,rufhor2,Rufous Hornero,39.12534375,293430,2,True,1252011_32000_293430
rufnig1/iNat796113.ogg,rufnig1,Rufous Nightjar,25.8438125,190738,2,False,827002_32000_190738
rufnig1/iNat796862.ogg,rufnig1,Rufous Nightjar,25.8438125,190738,2,False,827002_32000_190738
rutjac1/iNat764724.ogg,rutjac1,Rufous-tailed Jacamar,11.63321875,87721,2,False,372263_32000_87721
rutjac1/iNat843881.ogg,rutjac1,Rufous-tailed Jacamar,11.63321875,87721,2,False,372263_32000_87721
saffin/iNat697233.ogg,saffin,Saffron Finch,16.576,123458,2,True,530432_32000_123458
strcuc1/iNat697231.ogg,strcuc1,Striped Cuckoo,16.576,123458,2,True,530432_32000_123458
saffin/iNat1300076.ogg,saffin,Saffron Finch,0.144,5867,2,True,4608_32000_5867
whbwar2/iNat763637.ogg,whbwar2,White-browed Warbler,0.144,5867,2,True,4608_32000_5867
saffin/iNat1729955.ogg,saffin,Saffron Finch,38.99675,291347,2,False,1247896_32000_291347
saffin/iNat1729973.ogg,saffin,Saffron Finch,38.99675,291347,2,False,1247896_32000_291347
scadov1/iNat600179.ogg,scadov1,Scaled Dove,13.589125,103183,2,False,434852_32000_103183
scadov1/iNat600204.ogg,scadov1,Scaled Dove,13.589125,103183,2,False,434852_32000_103183
shshaw/iNat512326.ogg,shshaw,Sharp-shinned Hawk,61.161375,440560,2,False,1957164_32000_440560
shshaw/iNat512360.ogg,shshaw,Sharp-shinned Hawk,61.161375,440560,2,False,1957164_32000_440560
sobcac1/iNat1432132.ogg,sobcac1,Solitary Cacique,0.024,4423,2,True,768_32000_4423
y00678/iNat1593494.ogg,y00678,Crested Caracara,0.024,4423,2,True,768_32000_4423
sobtyr1/iNat532177.ogg,sobtyr1,Southern Beardless Tyrannulet,22.19828125,161825,3,False,710345_32000_161825
sobtyr1/iNat532178.ogg,sobtyr1,Southern Beardless Tyrannulet,22.19828125,161825,3,False,710345_32000_161825
sobtyr1/iNat532174.ogg,sobtyr1,Southern Beardless Tyrannulet,22.19828125,161825,3,False,710345_32000_161825
socfly1/iNat1705430.ogg,socfly1,Social Flycatcher,0.144,5793,2,True,4608_32000_5793
thlwre1/iNat1540292.ogg,thlwre1,Thrush-like Wren,0.144,5793,2,True,4608_32000_5793
sofspi1/iNat560122.ogg,sofspi1,Sooty-fronted Spinetail,5.20128125,41282,2,False,166441_32000_41282
sofspi1/iNat560124.ogg,sofspi1,Sooty-fronted Spinetail,5.20128125,41282,2,False,166441_32000_41282
soulap1/iNat852142.ogg,soulap1,Southern Lapwing,6.0,56063,2,True,192000_32000_56063
whiwoo1/iNat845597.ogg,whiwoo1,White Woodpecker,6.0,56063,2,True,192000_32000_56063
soulap1/iNat280977.ogg,soulap1,Southern Lapwing,15.74315625,118785,2,False,503781_32000_118785
soulap1/iNat281055.ogg,soulap1,Southern Lapwing,15.74315625,118785,2,False,503781_32000_118785
squcuc1/iNat1664410.ogg,squcuc1,Common Squirrel-Cuckoo,5.59603125,44098,2,False,179073_32000_44098
squcuc1/iNat1666131.ogg,squcuc1,Common Squirrel-Cuckoo,5.59603125,44098,2,False,179073_32000_44098
strowl1/XC127478.ogg,strowl1,Striped Owl,9.468,81829,2,False,302976_32000_81829
strowl1/XC114728.ogg,strowl1,Striped Owl,9.468,81829,2,False,302976_32000_81829
tattin1/iNat714747.ogg,tattin1,Tataupa Tinamou,42.422875,316454,2,True,1357532_32000_316454
whtdov/iNat714748.ogg,whtdov,White-tipped Dove,42.422875,316454,2,True,1357532_32000_316454
trokin/iNat828676.ogg,trokin,Tropical Kingbird,11.86490625,88883,2,False,379677_32000_88883
trokin/iNat828675.ogg,trokin,Tropical Kingbird,11.86490625,88883,2,False,379677_32000_88883
trsowl/iNat157412.ogg,trsowl,Tropical Screech Owl,5.056,41001,3,False,161792_32000_41001
trsowl/iNat158592.ogg,trsowl,Tropical Screech Owl,5.056,41001,3,False,161792_32000_41001
trsowl/iNat158591.ogg,trsowl,Tropical Screech Owl,5.056,41001,3,False,161792_32000_41001
whiwoo1/iNat356867.ogg,whiwoo1,White Woodpecker,13.9784375,104441,2,False,447310_32000_104441
whiwoo1/iNat357007.ogg,whiwoo1,White Woodpecker,13.9784375,104441,2,False,447310_32000_104441
whnjay1/iNat520377.ogg,whnjay1,White-naped Jay,15.30196875,114712,2,False,489663_32000_114712
whnjay1/iNat520378.ogg,whnjay1,White-naped Jay,15.30196875,114712,2,False,489663_32000_114712
whtdov/iNat1135775.ogg,whtdov,White-tipped Dove,27.4986875,204246,2,False,879958_32000_204246
whtdov/iNat1135781.ogg,whtdov,White-tipped Dove,27.4986875,204246,2,False,879958_32000_204246
yecpar/iNat1245643.ogg,yecpar,Yellow-chevroned Parakeet,23.3360625,183155,2,False,746754_32000_183155
yecpar/iNat1245656.ogg,yecpar,Yellow-chevroned Parakeet,23.3360625,183155,2,False,746754_32000_183155
yecpar/iNat976077.ogg,yecpar,Yellow-chevroned Parakeet,5.78178125,47779,2,False,185017_32000_47779
yecpar/iNat976079.ogg,yecpar,Yellow-chevroned Parakeet,5.78178125,47779,2,False,185017_32000_47779
