name,site,date,labeled,rms,peak,dc_offset,noise_floor,p99,n_samples,n_clipped
BC2026_Train_1246_S01_20230307_190000.ogg,S01,20230307,False,0.2160879522562027,1.2815561294555664,-0.005488635040819645,0.012184128165245056,0.6556206941604614,1920000,1157
BC2026_Train_1387_S01_20230405_180000.ogg,S01,20230405,False,0.07628931105136871,1.0955086946487427,-0.00554176140576601,0.003619834780693054,0.2548602521419525,1920000,3
BC2026_Train_0460_S01_20211105_001500.ogg,S01,20211105,False,0.01952441968023777,0.12661419808864594,0.010885672643780708,0.0012471629306674004,0.05351778119802475,1920000,0
BC2026_Train_0761_S01_20220110_024500.ogg,S01,20220110,False,0.02769727073609829,0.1316356658935547,0.011005369015038013,0.001626960001885891,0.07434190064668655,1920000,0
BC2026_Train_1656_S01_20231002_230000.ogg,S01,20231002,False,0.20062297582626343,1.0817549228668213,-0.005816556513309479,0.011882757768034935,0.5510223507881165,1920000,30
BC2026_Train_1202_S01_20230226_040000.ogg,S01,20230226,False,0.23660068213939667,1.1206588745117188,-0.005809603724628687,0.014592660591006279,0.6194400191307068,1920000,55
BC2026_Train_1688_S01_20231009_031500.ogg,S01,20231009,False,0.4853954613208771,1.1424583196640015,-0.00393957132473588,0.027486979961395264,1.019653081893921,1920000,99398
BC2026_Train_0875_S01_20220204_204500.ogg,S01,20220204,False,0.019911909475922585,0.15274697542190552,0.010676666162908077,0.0012558745220303535,0.05542195960879326,1920000,0
BC2026_Train_1729_S01_20231017_034500.ogg,S01,20231017,False,0.1617661565542221,0.9395018219947815,-0.005525374785065651,0.009408845566213131,0.44193026423454285,1920000,0
BC2026_Train_1585_S01_20230919_183000.ogg,S01,20230919,False,0.18581503629684448,1.2269046306610107,-0.006049559451639652,0.010654824785888195,0.5266891121864319,1920000,121
BC2026_Train_1478_S01_20230424_191500.ogg,S01,20230424,False,0.23546072840690613,1.3118163347244263,-0.005542281549423933,0.013597263023257256,0.6804243326187134,1920000,1045
BC2026_Train_0586_S01_20211201_224500.ogg,S01,20211201,False,0.02805573306977749,0.2280934900045395,0.010891854763031006,0.0014887844445183873,0.09195838868618011,1920000,0
BC2026_Train_2053_S01_20231224_010000.ogg,S01,20231224,False,0.2826674282550812,1.1528443098068237,-0.0051362221129238605,0.011874265968799591,1.0019299983978271,1920000,21494
BC2026_Train_1079_S01_20230202_190000.ogg,S01,20230202,False,0.4726963937282562,1.0845311880111694,-0.006545838434249163,0.023608380928635597,1.0142823457717896,1920000,109888
BC2026_Train_1090_S01_20230205_031500.ogg,S01,20230205,False,0.16614548861980438,0.9831014275550842,-0.005366528872400522,0.00951892789453268,0.4703727960586548,1920000,0
BC2026_Train_2245_S01_20240206_213000.ogg,S01,20240206,False,0.18531568348407745,1.02476167678833,-0.005493959411978722,0.011156476102769375,0.496567040681839,1920000,7
BC2026_Train_1897_S01_20231120_210000.ogg,S01,20231120,False,0.1547025740146637,0.762603223323822,-0.0057105403393507,0.007665485143661499,0.4451437294483185,1920000,0
BC2026_Train_0603_S01_20211206_200000.ogg,S01,20211206,False,0.01352208387106657,0.12495985627174377,0.010645963251590729,0.0013746913755312562,0.0317840613424778,1920000,0
BC2026_Train_2318_S01_20240224_004500.ogg,S01,20240224,False,0.2460894137620926,1.130570650100708,-0.005815374664962292,0.015105284750461578,0.6488043665885925,1920000,141
BC2026_Train_1089_S01_20230205_013000.ogg,S01,20230205,False,0.15085019171237946,0.8117888569831848,-0.005414856132119894,0.00906333327293396,0.4056081175804138,1920000,0
BC2026_Train_0946_S01_20220414_183000.ogg,S01,20220414,False,0.2909502685070038,1.0220247507095337,0.01199534721672535,0.01184011809527874,0.9088892936706543,1920000,8922
BC2026_Train_0433_S01_20211101_011500.ogg,S01,20211101,False,0.02214169315993786,0.13690364360809326,0.011068589054048061,0.0013816992286592722,0.05836273729801178,1920000,0
BC2026_Train_2456_S01_20240328_201500.ogg,S01,20240328,False,0.2838972806930542,1.2519569396972656,-0.005371250212192535,0.016475684940814972,0.820489227771759,1920000,4533
BC2026_Train_2085_S01_20231229_211500.ogg,S01,20231229,False,0.8555530309677124,1.1379094123840332,0.05670126527547836,0.09871806204319,1.0372164249420166,1920000,992029
BC2026_Train_0360_S01_20211006_033000.ogg,S01,20211006,False,0.012945771217346191,0.09625042229890823,0.011087337508797646,0.0017870308365672827,0.02679653838276863,1920000,0
BC2026_Train_1472_S01_20230422_180000.ogg,S01,20230422,False,0.15621206164360046,1.1387784481048584,-0.005913782864809036,0.0071675595827400684,0.5330034494400024,1920000,1125
BC2026_Train_1537_S01_20230908_231500.ogg,S01,20230908,False,0.1780862659215927,1.0707038640975952,-0.005401449277997017,0.010179339908063412,0.5005280375480652,1920000,15
BC2026_Train_2213_S01_20240131_010000.ogg,S01,20240131,False,0.12276418507099152,0.8149667382240295,-0.005567640066146851,0.007558460347354412,0.32139360904693604,1920000,0
BC2026_Train_0420_S01_20211020_040000.ogg,S01,20211020,False,0.029673976823687553,0.22268271446228027,0.011189608834683895,0.0017006386769935489,0.08889485895633698,1920000,0
BC2026_Train_0569_S01_20211128_180000.ogg,S01,20211128,False,0.06011955067515373,0.4043591618537903,0.010586515069007874,0.0025084831286221743,0.2040073573589325,1920000,0
BC2026_Train_0491_S01_20211111_203000.ogg,S01,20211111,False,0.07578494399785995,0.4676719307899475,0.010647062212228775,0.003992255311459303,0.22853292524814606,1920000,0
BC2026_Train_0671_S01_20211220_193000.ogg,S01,20211220,False,0.01901179924607277,0.11564699560403824,0.010480405762791634,0.001221687300130725,0.05018520727753639,1920000,0
BC2026_Train_0981_S01_20220421_221500.ogg,S01,20220421,False,0.015402900986373425,0.06762342900037766,0.011042159050703049,0.0011862076353281736,0.03666428476572037,1920000,0
BC2026_Train_1115_S01_20230209_200000.ogg,S01,20230209,False,0.2870539128780365,1.3027782440185547,-0.005738144740462303,0.017050035297870636,0.7968066930770874,1920000,2341
BC2026_Train_0411_S01_20211017_231500.ogg,S01,20211017,False,0.05235346779227257,0.3376162052154541,0.010991518385708332,0.002804235555231571,0.15888701379299164,1920000,0
BC2026_Train_0927_S01_20220214_040000.ogg,S01,20220214,False,0.01483696885406971,0.08175738155841827,0.01112811267375946,0.0012544617056846619,0.0354686863720417,1920000,0
BC2026_Train_2286_S01_20240217_030000.ogg,S01,20240217,False,0.02323998510837555,1.068546175956726,-0.0055503868497908115,0.000996567658148706,0.047366950660943985,1920000,33
BC2026_Train_1280_S01_20230314_184500.ogg,S01,20230314,False,0.26838937401771545,1.4030766487121582,-0.005160029046237469,0.01468593068420887,0.7833170890808105,1920000,1832
BC2026_Train_1947_S01_20231201_003000.ogg,S01,20231201,False,0.12318730354309082,0.6867153644561768,-0.005444939248263836,0.007217682432383299,0.33274996280670166,1920000,0
BC2026_Train_2459_S01_20240329_020000.ogg,S01,20240329,False,0.32030150294303894,1.1901756525039673,-0.005684686824679375,0.01995181106030941,0.8292674422264099,1920000,1805
BC2026_Train_1284_S01_20230315_010000.ogg,S01,20230315,False,0.27972182631492615,1.1875965595245361,-0.005748082417994738,0.016955716535449028,0.7442150115966797,1920000,843
BC2026_Train_1374_S01_20230402_233000.ogg,S01,20230402,False,0.45660245418548584,1.919242262840271,-0.004960001911967993,0.026748307049274445,1.1289656162261963,1920000,57102
BC2026_Train_0662_S01_20211219_024500.ogg,S01,20211219,False,0.01643209345638752,0.09696730971336365,0.010906367562711239,0.0011684769997373223,0.04115026071667671,1920000,0
BC2026_Train_0547_S01_20211122_220000.ogg,S01,20211122,False,0.02150147408246994,0.1469571888446808,0.010765369050204754,0.001351677579805255,0.05733459070324898,1920000,0
BC2026_Train_0627_S01_20211211_194500.ogg,S01,20211211,False,0.012426892295479774,0.09648463129997253,0.010646890848875046,0.0016598044894635677,0.025881068781018257,1920000,0
BC2026_Train_1113_S01_20230209_014500.ogg,S01,20230209,False,0.15066610276699066,1.1461113691329956,-0.005723215639591217,0.008869094774127007,0.40811461210250854,1920000,257
BC2026_Train_1163_S01_20230218_031500.ogg,S01,20230218,False,0.8397327065467834,1.1551144123077393,0.03556504473090172,0.09442781656980515,1.0445642471313477,1920000,855080
BC2026_Train_0702_S01_20211227_190000.ogg,S01,20211227,False,0.022302070632576942,0.12048505991697311,0.010480421595275402,0.0013325621839612722,0.0623835027217865,1920000,0
BC2026_Train_0867_S01_20220202_213000.ogg,S01,20220202,False,0.0183468759059906,0.18343904614448547,0.010869057849049568,0.001222676713950932,0.049926891922950745,1920000,0
BC2026_Train_2401_S01_20240313_213000.ogg,S01,20240313,False,0.2377576380968094,1.1497853994369507,-0.006011087913066149,0.013997014611959457,0.6454408168792725,1920000,188
BC2026_Train_1553_S01_20230912_224500.ogg,S01,20230912,False,0.18553079664707184,1.0994672775268555,-0.005394556559622288,0.010627386160194874,0.5288955569267273,1920000,25
BC2026_Train_2441_S01_20240323_013000.ogg,S01,20240323,False,0.30027151107788086,1.3006272315979004,-0.005615872330963612,0.018329095095396042,0.8059951066970825,1920000,2366
BC2026_Train_2377_S01_20240307_190000.ogg,S01,20240307,False,0.3413396179676056,1.7026804685592651,-0.005822005681693554,0.011889547109603882,1.0634080171585083,1920000,31252
BC2026_Train_0461_S01_20211105_010000.ogg,S01,20211105,False,0.021322796121239662,0.14982491731643677,0.010892164893448353,0.0013426594668999314,0.05699876323342323,1920000,0
BC2026_Train_1259_S01_20230309_033000.ogg,S01,20230309,False,0.24777156114578247,1.10294771194458,-0.005605627316981554,0.015007800422608852,0.6543834805488586,1920000,127
BC2026_Train_0975_S01_20220420_191500.ogg,S01,20220420,False,0.02162879705429077,0.10672533512115479,0.010660098865628242,0.0014038272202014923,0.05522411689162254,1920000,0
BC2026_Train_2389_S01_20240310_200000.ogg,S01,20240310,False,0.24386808276176453,1.2308200597763062,-0.006142752710729837,0.014334335923194885,0.6574674248695374,1920000,186
BC2026_Train_1367_S01_20230401_190000.ogg,S01,20230401,False,0.48423054814338684,1.7700436115264893,0.01642235741019249,0.030849702656269073,1.138961911201477,1920000,61684
BC2026_Train_0615_S01_20211209_001500.ogg,S01,20211209,False,0.017842523753643036,0.18029668927192688,0.010994154959917068,0.0011873526964336634,0.047314319759607315,1920000,0
BC2026_Train_1107_S01_20230208_010000.ogg,S01,20230208,False,0.16866756975650787,0.9711924195289612,-0.005538223311305046,0.010180040262639523,0.45262816548347473,1920000,0
BC2026_Train_0494_S01_20211112_224500.ogg,S01,20211112,False,0.018203601241111755,0.10355671495199203,0.010902282781898975,0.0012199266348034143,0.04702814668416977,1920000,0
BC2026_Train_0708_S01_20211228_234500.ogg,S01,20211228,False,0.016624711453914642,0.08196711540222168,0.010879872366786003,0.0012506492203101516,0.04351455345749855,1920000,0
BC2026_Train_0678_S01_20211222_184500.ogg,S01,20211222,False,0.037367433309555054,0.4531327188014984,0.010982094332575798,0.001674896338954568,0.14126624166965485,1920000,0
BC2026_Train_0291_S01_20210922_020000.ogg,S01,20210922,False,0.013472802937030792,0.06564366072416306,0.011117193847894669,0.002207747893407941,0.031908366829156876,1920000,0
BC2026_Train_2272_S01_20240214_010000.ogg,S01,20240214,False,0.46823224425315857,1.2168045043945312,-0.00208969390951097,0.025395117700099945,1.0258570909500122,1920000,88896
BC2026_Train_0633_S01_20211213_001500.ogg,S01,20211213,False,0.047335654497146606,1.0836042165756226,0.011010552756488323,0.0026537966914474964,0.1293649822473526,1920000,12
BC2026_Train_1580_S01_20230917_214500.ogg,S01,20230917,False,0.2584070563316345,1.2052744626998901,-0.005924416705965996,0.014956045895814896,0.7307164072990417,1920000,1274
BC2026_Train_1581_S01_20230918_021500.ogg,S01,20230918,False,0.24009577929973602,1.1650390625,-0.005715946666896343,0.014777407050132751,0.6335211992263794,1920000,100
BC2026_Train_2188_S01_20240125_031500.ogg,S01,20240125,False,0.11307838559150696,0.8900579214096069,-0.005494264420121908,0.006719814147800207,0.312852680683136,1920000,0
BC2026_Train_2395_S01_20240311_211500.ogg,S01,20240311,False,0.18527182936668396,1.092058539390564,-0.005942301359027624,0.011465227231383324,0.4842129349708557,1920000,7
BC2026_Train_1140_S01_20230215_030000.ogg,S01,20230215,False,0.3385983109474182,1.2227686643600464,-0.005596790462732315,0.01830953173339367,0.9409822821617126,1920000,7793
BC2026_Train_1197_S01_20230225_181500.ogg,S01,20230225,False,0.07324634492397308,1.0154294967651367,-0.006688437890261412,0.004168870858848095,0.20681703090667725,1920000,1
BC2026_Train_2444_S01_20240324_203000.ogg,S01,20240324,False,0.22023741900920868,1.2235846519470215,-0.005799048580229282,0.013205017894506454,0.5983552932739258,1920000,127
BC2026_Train_2594_S01_20240427_030000.ogg,S01,20240427,False,0.23030002415180206,1.1120301485061646,-0.0054022506810724735,0.013217279687523842,0.6338430047035217,1920000,88
BC2026_Train_1968_S01_20231205_004500.ogg,S01,20231205,False,0.13042189180850983,0.8582282662391663,-0.005522134713828564,0.007445475552231073,0.3653114140033722,1920000,0
BC2026_Train_1378_S01_20230403_194500.ogg,S01,20230403,False,0.4489000737667084,1.7542659044265747,-0.003693480510264635,0.027743542566895485,1.0850669145584106,1920000,40748
BC2026_Train_1950_S01_20231201_200000.ogg,S01,20231201,False,0.11445695161819458,0.6184208393096924,-0.005854011978954077,0.006961650215089321,0.302732914686203,1920000,0
BC2026_Train_1771_S01_20231024_234500.ogg,S01,20231024,False,0.07978341728448868,0.5540160536766052,-0.0056823138147592545,0.004774609114974737,0.21643346548080444,1920000,0
BC2026_Train_0406_S01_20211017_181500.ogg,S01,20211017,False,0.02547173760831356,0.21819116175174713,0.010667047463357449,0.001493975636549294,0.07277023047208786,1920000,0
BC2026_Train_1244_S01_20230307_180000.ogg,S01,20230307,False,0.7206112742424011,1.1248546838760376,0.016824113205075264,0.055333707481622696,1.0295523405075073,1920000,563125
BC2026_Train_1404_S01_20230409_014500.ogg,S01,20230409,False,0.30710604786872864,1.13582181930542,-0.005075222812592983,0.016577916219830513,0.9828615784645081,1920000,14258
BC2026_Train_2169_S01_20240120_213000.ogg,S01,20240120,False,0.13915391266345978,1.0889512300491333,-0.005760503467172384,0.007209138944745064,0.4423009753227234,1920000,267
BC2026_Train_2402_S01_20240313_224500.ogg,S01,20240313,False,0.22751827538013458,1.1553223133087158,-0.005860996898263693,0.013818100094795227,0.6015159487724304,1920000,62
BC2026_Train_1037_S01_20230123_020000.ogg,S01,20230123,False,0.12290506064891815,0.724802553653717,-0.00574938440695405,0.00761397834867239,0.32106176018714905,1920000,0
BC2026_Train_1142_S01_20230215_184500.ogg,S01,20230215,False,0.15627092123031616,1.0371465682983398,-0.005739468615502119,0.005959393922239542,0.5766333341598511,1920000,1589
BC2026_Train_2226_S01_20240202_190000.ogg,S01,20240202,False,0.12056367844343185,1.0207704305648804,-0.006067987531423569,0.006293722428381443,0.38674062490463257,1920000,95
BC2026_Train_2217_S01_20240201_011500.ogg,S01,20240201,False,0.15551625192165375,0.8811182975769043,-0.005581668112426996,0.00955489557236433,0.4086967706680298,1920000,0
BC2026_Train_1564_S01_20230914_183000.ogg,S01,20230914,False,0.0659218579530716,1.069882869720459,-0.005193809513002634,0.0035480877850204706,0.19441664218902588,1920000,3
BC2026_Train_2431_S01_20240320_211500.ogg,S01,20240320,False,0.2660027742385864,1.2098338603973389,-0.006188261788338423,0.015096224844455719,0.7307238578796387,1920000,728
BC2026_Train_0791_S01_20220117_010000.ogg,S01,20220117,False,0.013565659523010254,0.07367408275604248,0.010791994631290436,0.0014407456619665027,0.031549662351608276,1920000,0
BC2026_Train_0363_S01_20211006_210000.ogg,S01,20211006,False,0.012732548639178276,0.12236998975276947,0.010661330074071884,0.0016554819885641336,0.0278755035251379,1920000,0
BC2026_Train_0549_S01_20211123_180000.ogg,S01,20211123,False,0.09583322703838348,0.5800689458847046,0.010845238342881203,0.0041576712392270565,0.31263822317123413,1920000,0
BC2026_Train_0380_S01_20211011_190000.ogg,S01,20211011,False,0.020998047664761543,0.11885936558246613,0.010740435682237148,0.0013409482780843973,0.055673643946647644,1920000,0
BC2026_Train_0559_S01_20211125_023000.ogg,S01,20211125,False,0.01564771495759487,0.1405075490474701,0.010971897281706333,0.0011703777126967907,0.03826651722192764,1920000,0
BC2026_Train_0725_S01_20220101_220000.ogg,S01,20220101,False,0.019772224128246307,0.10909533500671387,0.010802913457155228,0.001286843093112111,0.05191925913095474,1920000,0
BC2026_Train_2603_S01_20240428_184500.ogg,S01,20240428,False,0.24633058905601501,1.1481987237930298,-0.005809015594422817,0.012337153777480125,0.9159029126167297,1920000,8934
BC2026_Train_2026_S01_20231217_033000.ogg,S01,20231217,False,0.15010499954223633,1.2193862199783325,-0.005735193844884634,0.007576176431030035,0.5210316181182861,1920000,52
BC2026_Train_1593_S01_20230920_023000.ogg,S01,20230920,False,0.29655176401138306,1.263441562652588,-0.0055696130730211735,0.018179278820753098,0.7839572429656982,1920000,1456
BC2026_Train_1366_S01_20230401_004500.ogg,S01,20230401,False,0.33013564348220825,1.238088846206665,-0.005582242738455534,0.02038116753101349,0.8615989089012146,1920000,2729
BC2026_Train_1227_S01_20230302_213000.ogg,S01,20230302,False,0.945277988910675,1.2389558553695679,0.08087299764156342,0.28535348176956177,1.0535597801208496,1920000,1235479
BC2026_Train_0349_S01_20211004_183000.ogg,S01,20211004,False,0.02661087177693844,0.19143521785736084,0.011123382486402988,0.001470544608309865,0.08923511207103729,1920000,0
BC2026_Train_1072_S01_20230201_191500.ogg,S01,20230201,False,0.16244497895240784,1.0926553010940552,-0.005747302435338497,0.009739287197589874,0.4349799156188965,1920000,28
BC2026_Train_2089_S01_20231231_030000.ogg,S01,20231231,False,0.10697469115257263,0.637843668460846,-0.005892827641218901,0.006536333356052637,0.283032089471817,1920000,0
BC2026_Train_1618_S01_20230925_224500.ogg,S01,20230925,False,0.2123771458864212,1.1217625141143799,-0.005908645689487457,0.012649830430746078,0.5744134783744812,1920000,40
BC2026_Train_0435_S01_20211101_024500.ogg,S01,20211101,False,0.014416074380278587,0.0778178721666336,0.011032592505216599,0.0012802737765014172,0.03384256735444069,1920000,0
BC2026_Train_1812_S01_20231102_214500.ogg,S01,20231102,False,0.12630686163902283,0.8862705826759338,-0.006173044443130493,0.007579078432172537,0.3421163856983185,1920000,0
BC2026_Train_1058_S01_20230128_230000.ogg,S01,20230128,False,0.27017849683761597,1.1246689558029175,-0.005381071008741856,0.014734964817762375,0.8031859993934631,1920000,3713
BC2026_Train_1414_S01_20230410_231500.ogg,S01,20230410,False,0.5626427531242371,1.7563952207565308,-0.0023062676191329956,0.03969157859683037,1.14795982837677,1920000,107162
BC2026_Train_1071_S01_20230201_021500.ogg,S01,20230201,False,0.2962081730365753,1.1923760175704956,-0.0050285207107663155,0.015313195064663887,0.9504068493843079,1920000,10871
BC2026_Train_2125_S01_20240108_221500.ogg,S01,20240108,False,0.1258470118045807,1.0014193058013916,-0.006074165925383568,0.007010140921920538,0.3687872588634491,1920000,1
BC2026_Train_1422_S01_20230412_023000.ogg,S01,20230412,False,0.48515158891677856,1.7290278673171997,-0.005109724123030901,0.030312689021229744,1.1363754272460938,1920000,65730
BC2026_Train_1212_S01_20230228_001500.ogg,S01,20230228,False,0.687075138092041,1.2639120817184448,0.004883715882897377,0.05290445312857628,1.0646225214004517,1920000,355121
BC2026_Train_1442_S01_20230416_220000.ogg,S01,20230416,False,0.5520015954971313,1.7058967351913452,-0.003518681740388274,0.03751737251877785,1.1776480674743652,1920000,109340
