labeled,unlabeled,site,date,labeled_time,unlabeled_time,best_cosine_sim,best_offset_pair,exact_hash_matches
BC2026_Train_0026_S22_20211128_004500.ogg,BC2026_Train_7418_S22_20211128_024500.ogg,S22,20211128,004500,024500,0.997490662818547,"(30, 0)",0
BC2026_Train_0026_S22_20211128_004500.ogg,BC2026_Train_7416_S22_20211128_013000.ogg,S22,20211128,004500,013000,0.9963640528843608,"(0, 0)",0
BC2026_Train_0026_S22_20211128_004500.ogg,BC2026_Train_7417_S22_20211128_023000.ogg,S22,20211128,004500,023000,0.9942214703907741,"(40, 20)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7560_S22_20211224_021500.ogg,S22,20211224,234500,021500,0.6177293656597733,"(30, 50)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7562_S22_20211224_180000.ogg,S22,20211224,234500,180000,0.2139748497990014,"(30, 10)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7564_S22_20211224_214500.ogg,S22,20211224,234500,214500,0.9923164226728143,"(0, 0)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7561_S22_20211224_030000.ogg,S22,20211224,234500,030000,0.5793359045652583,"(30, 10)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7563_S22_20211224_191500.ogg,S22,20211224,234500,191500,0.8805795277150001,"(30, 20)",0
BC2026_Train_0036_S22_20211224_234500.ogg,BC2026_Train_7559_S22_20211224_003000.ogg,S22,20211224,234500,003000,0.8392403268133994,"(30, 50)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10471_S15_20250617_061900.ogg,S15,20250617,060100,061900,0.9993293586364916,"(10, 30)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10476_S15_20250617_062400.ogg,S15,20250617,060100,062400,0.9990180264226621,"(20, 50)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10470_S15_20250617_061800.ogg,S15,20250617,060100,061800,0.9992941421119615,"(20, 50)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10469_S15_20250617_061700.ogg,S15,20250617,060100,061700,0.9989225422014187,"(20, 40)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10481_S15_20250617_065300.ogg,S15,20250617,060100,065300,0.9992884033929837,"(50, 20)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10473_S15_20250617_062100.ogg,S15,20250617,060100,062100,0.9994320720830214,"(20, 20)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10479_S15_20250617_065100.ogg,S15,20250617,060100,065100,0.9990657142332854,"(50, 20)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10480_S15_20250617_065200.ogg,S15,20250617,060100,065200,0.9991510689973688,"(50, 30)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10477_S15_20250617_064900.ogg,S15,20250617,060100,064900,0.9994983748141185,"(40, 20)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10472_S15_20250617_062000.ogg,S15,20250617,060100,062000,0.9992235655672372,"(10, 50)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10483_S15_20250617_065500.ogg,S15,20250617,060100,065500,0.9988729839678908,"(50, 0)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10484_S15_20250617_065600.ogg,S15,20250617,060100,065600,0.998808762708608,"(20, 10)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10467_S15_20250617_061500.ogg,S15,20250617,060100,061500,0.9989890738732552,"(50, 0)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10486_S15_20250617_065800.ogg,S15,20250617,060100,065800,0.9989257148510295,"(20, 0)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10482_S15_20250617_065400.ogg,S15,20250617,060100,065400,0.9987833080183686,"(50, 30)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10475_S15_20250617_062300.ogg,S15,20250617,060100,062300,0.9993478817835391,"(10, 0)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10478_S15_20250617_065000.ogg,S15,20250617,060100,065000,0.9992032564466353,"(50, 10)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10474_S15_20250617_062200.ogg,S15,20250617,060100,062200,0.9995252190508604,"(10, 0)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10485_S15_20250617_065700.ogg,S15,20250617,060100,065700,0.9992886593495912,"(20, 50)",0
BC2026_Train_0058_S15_20250617_060100.ogg,BC2026_Train_10468_S15_20250617_061600.ogg,S15,20250617,060100,061600,0.9991838369666914,"(20, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10471_S15_20250617_061900.ogg,S15,20250617,062700,061900,0.9999059529931228,"(50, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10476_S15_20250617_062400.ogg,S15,20250617,062700,062400,0.9997698740270202,"(20, 30)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10470_S15_20250617_061800.ogg,S15,20250617,062700,061800,0.9998868368984155,"(50, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10469_S15_20250617_061700.ogg,S15,20250617,062700,061700,0.9998355675798998,"(20, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10481_S15_20250617_065300.ogg,S15,20250617,062700,065300,0.9989013379841598,"(40, 20)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10473_S15_20250617_062100.ogg,S15,20250617,062700,062100,0.9999496583634006,"(50, 50)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10479_S15_20250617_065100.ogg,S15,20250617,062700,065100,0.9991218502549898,"(30, 20)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10480_S15_20250617_065200.ogg,S15,20250617,062700,065200,0.9991110723946042,"(40, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10477_S15_20250617_064900.ogg,S15,20250617,062700,064900,0.999113482030035,"(40, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10472_S15_20250617_062000.ogg,S15,20250617,062700,062000,0.9998730269770051,"(40, 10)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10483_S15_20250617_065500.ogg,S15,20250617,062700,065500,0.9986536481599919,"(30, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10484_S15_20250617_065600.ogg,S15,20250617,062700,065600,0.997909705537856,"(20, 50)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10467_S15_20250617_061500.ogg,S15,20250617,062700,061500,0.9998640207257171,"(20, 20)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10486_S15_20250617_065800.ogg,S15,20250617,062700,065800,0.9993685244922151,"(20, 40)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10482_S15_20250617_065400.ogg,S15,20250617,062700,065400,0.9988615343248887,"(40, 30)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10475_S15_20250617_062300.ogg,S15,20250617,062700,062300,0.9998938111840134,"(50, 0)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10478_S15_20250617_065000.ogg,S15,20250617,062700,065000,0.9991440130845406,"(30, 10)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10474_S15_20250617_062200.ogg,S15,20250617,062700,062200,0.9999594412715855,"(50, 10)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10485_S15_20250617_065700.ogg,S15,20250617,062700,065700,0.9987927256661787,"(50, 50)",0
BC2026_Train_0060_S15_20250617_062700.ogg,BC2026_Train_10468_S15_20250617_061600.ogg,S15,20250617,062700,061600,0.9999249515843773,"(20, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10471_S15_20250617_061900.ogg,S15,20250617,060000,061900,0.999688792408354,"(10, 20)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10476_S15_20250617_062400.ogg,S15,20250617,060000,062400,0.9995665870216474,"(0, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10470_S15_20250617_061800.ogg,S15,20250617,060000,061800,0.9995922923627191,"(20, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10469_S15_20250617_061700.ogg,S15,20250617,060000,061700,0.9994065452689301,"(10, 10)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10481_S15_20250617_065300.ogg,S15,20250617,060000,065300,0.9996587383132997,"(0, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10473_S15_20250617_062100.ogg,S15,20250617,060000,062100,0.9997777257134478,"(10, 20)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10479_S15_20250617_065100.ogg,S15,20250617,060000,065100,0.9990522916893159,"(0, 30)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10480_S15_20250617_065200.ogg,S15,20250617,060000,065200,0.9995853525824362,"(0, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10477_S15_20250617_064900.ogg,S15,20250617,060000,064900,0.9991485879441853,"(0, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10472_S15_20250617_062000.ogg,S15,20250617,060000,062000,0.9994977274943635,"(20, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10483_S15_20250617_065500.ogg,S15,20250617,060000,065500,0.9992978929815135,"(0, 10)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10484_S15_20250617_065600.ogg,S15,20250617,060000,065600,0.99930797809243,"(0, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10467_S15_20250617_061500.ogg,S15,20250617,060000,061500,0.9994909840029228,"(10, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10486_S15_20250617_065800.ogg,S15,20250617,060000,065800,0.9994061205938521,"(0, 20)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10482_S15_20250617_065400.ogg,S15,20250617,060000,065400,0.9992936014509902,"(0, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10475_S15_20250617_062300.ogg,S15,20250617,060000,062300,0.9996333044313352,"(10, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10478_S15_20250617_065000.ogg,S15,20250617,060000,065000,0.9990372428637845,"(0, 10)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10474_S15_20250617_062200.ogg,S15,20250617,060000,062200,0.9997176701303396,"(20, 0)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10485_S15_20250617_065700.ogg,S15,20250617,060000,065700,0.9994463710360822,"(10, 50)",0
BC2026_Train_0057_S15_20250617_060000.ogg,BC2026_Train_10468_S15_20250617_061600.ogg,S15,20250617,060000,061600,0.9995772447711853,"(10, 30)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10471_S15_20250617_061900.ogg,S15,20250617,060200,061900,0.9960565942968421,"(0, 0)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10476_S15_20250617_062400.ogg,S15,20250617,060200,062400,0.9989497540175725,"(0, 40)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10470_S15_20250617_061800.ogg,S15,20250617,060200,061800,0.9977480691983799,"(0, 10)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10469_S15_20250617_061700.ogg,S15,20250617,060200,061700,0.9968643117685434,"(0, 0)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10481_S15_20250617_065300.ogg,S15,20250617,060200,065300,0.9992932090999438,"(40, 10)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10473_S15_20250617_062100.ogg,S15,20250617,060200,062100,0.9974627584774325,"(0, 20)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10479_S15_20250617_065100.ogg,S15,20250617,060200,065100,0.9992441021765452,"(0, 10)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10480_S15_20250617_065200.ogg,S15,20250617,060200,065200,0.9990146605988126,"(0, 30)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10477_S15_20250617_064900.ogg,S15,20250617,060200,064900,0.9993990205388945,"(0, 40)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10472_S15_20250617_062000.ogg,S15,20250617,060200,062000,0.9980164894439635,"(0, 10)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10483_S15_20250617_065500.ogg,S15,20250617,060200,065500,0.998735949993398,"(0, 40)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10484_S15_20250617_065600.ogg,S15,20250617,060200,065600,0.9973008594317856,"(0, 20)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10467_S15_20250617_061500.ogg,S15,20250617,060200,061500,0.9978508354397072,"(0, 0)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10486_S15_20250617_065800.ogg,S15,20250617,060200,065800,0.9977892761246477,"(0, 40)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10482_S15_20250617_065400.ogg,S15,20250617,060200,065400,0.9986051148170286,"(0, 50)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10475_S15_20250617_062300.ogg,S15,20250617,060200,062300,0.9988056350719722,"(0, 50)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10478_S15_20250617_065000.ogg,S15,20250617,060200,065000,0.999398749586753,"(10, 20)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10474_S15_20250617_062200.ogg,S15,20250617,060200,062200,0.9963027396410176,"(0, 20)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10485_S15_20250617_065700.ogg,S15,20250617,060200,065700,0.998489595305065,"(0, 40)",0
BC2026_Train_0059_S15_20250617_060200.ogg,BC2026_Train_10468_S15_20250617_061600.ogg,S15,20250617,060200,061600,0.9975210186013503,"(0, 50)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7839_S22_20220214_203000.ogg,S22,20220214,034500,203000,0.9088796395226647,"(40, 10)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7841_S22_20220214_220000.ogg,S22,20220214,034500,220000,0.6490548829765013,"(40, 10)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7840_S22_20220214_204500.ogg,S22,20220214,034500,204500,0.8760753030548267,"(40, 50)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7837_S22_20220214_033000.ogg,S22,20220214,034500,033000,0.9908398084499679,"(0, 0)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7842_S22_20220214_230000.ogg,S22,20220214,034500,230000,0.7989802743373621,"(40, 0)",0
BC2026_Train_0054_S22_20220214_034500.ogg,BC2026_Train_7838_S22_20220214_200000.ogg,S22,20220214,034500,200000,0.8805930597754054,"(40, 30)",0
BC2026_Train_0055_S22_20220219_200000.ogg,BC2026_Train_7873_S22_20220219_211500.ogg,S22,20220219,200000,211500,0.9733602204859295,"(10, 10)",0
BC2026_Train_0055_S22_20220219_200000.ogg,BC2026_Train_7870_S22_20220219_010000.ogg,S22,20220219,200000,010000,0.7095359883811023,"(50, 50)",0
BC2026_Train_0055_S22_20220219_200000.ogg,BC2026_Train_7872_S22_20220219_184500.ogg,S22,20220219,200000,184500,0.45195952278561863,"(50, 0)",0
BC2026_Train_0055_S22_20220219_200000.ogg,BC2026_Train_7871_S22_20220219_030000.ogg,S22,20220219,200000,030000,0.5372151813203956,"(50, 0)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7601_S22_20211231_003000.ogg,S22,20211231,201500,003000,0.9654829849490378,"(10, 50)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7604_S22_20211231_030000.ogg,S22,20211231,201500,030000,0.9395090364155908,"(50, 30)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7605_S22_20211231_033000.ogg,S22,20211231,201500,033000,0.9658650432341026,"(50, 50)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7602_S22_20211231_011500.ogg,S22,20211231,201500,011500,0.8943282716390633,"(50, 40)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7603_S22_20211231_023000.ogg,S22,20211231,201500,023000,0.9354437365134073,"(50, 0)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7600_S22_20211231_001500.ogg,S22,20211231,201500,001500,0.9743814446885488,"(40, 0)",0
BC2026_Train_0039_S22_20211231_201500.ogg,BC2026_Train_7606_S22_20211231_231500.ogg,S22,20211231,201500,231500,0.9820109493617576,"(30, 50)",0
BC2026_Train_0056_S22_20220221_214500.ogg,BC2026_Train_7880_S22_20220221_230000.ogg,S22,20220221,214500,230000,0.9766051872160769,"(0, 20)",0
BC2026_Train_0056_S22_20220221_214500.ogg,BC2026_Train_7878_S22_20220221_203000.ogg,S22,20220221,214500,203000,0.9784169127038385,"(30, 40)",0
BC2026_Train_0056_S22_20220221_214500.ogg,BC2026_Train_7879_S22_20220221_204500.ogg,S22,20220221,214500,204500,0.9915650947149414,"(50, 0)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10576_S19_20241213_183000.ogg,S19,20241213,193000,183000,0.30625804391066436,"(10, 50)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10623_S19_20241213_220000.ogg,S19,20241213,193000,220000,0.8783352025002387,"(20, 0)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10617_S19_20241213_200000.ogg,S19,20241213,193000,200000,0.9727225725007651,"(10, 40)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10582_S19_20241213_213000.ogg,S19,20241213,193000,213000,0.9692283941102678,"(10, 20)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10580_S19_20241213_203000.ogg,S19,20241213,193000,203000,0.998117630807871,"(10, 40)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10581_S19_20241213_210000.ogg,S19,20241213,193000,210000,0.9953069362874339,"(10, 40)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10613_S19_20241213_190000.ogg,S19,20241213,193000,190000,0.9705532669975884,"(10, 20)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10616_S19_20241213_200000.ogg,S19,20241213,193000,200000,0.9760573918503395,"(10, 50)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10619_S19_20241213_203000.ogg,S19,20241213,193000,203000,0.9464489561218841,"(10, 50)",0
BC2026_Train_0062_S19_20241213_193000.ogg,BC2026_Train_10579_S19_20241213_200000.ogg,S19,20241213,193000,200000,0.9953824453187292,"(0, 30)",0
