site,date,time,idx_a,idx_b,a_labeled,b_labeled,peak_offset_s,peak_norm_corr
S10,20251128,103307,199,230,False,False,-2.1785,0.043498311191797256
S10,20251128,103307,199,231,False,False,13.32725,0.04416651278734207
S10,20251128,103307,199,232,False,False,-11.725,-0.04819187521934509
S10,20251128,103307,199,233,False,False,21.61175,0.04897912219166756
S10,20251128,103307,199,234,False,False,29.7665,0.044023461639881134
S10,20251128,103307,199,235,False,False,-8.499,-0.04657416045665741
S10,20251128,103307,199,236,False,False,16.168,0.05695585161447525
S10,20251128,103307,199,237,False,False,26.5185,0.05756913870573044
S10,20251128,103307,199,238,False,False,-23.27525,0.05983491241931915
S10,20251128,103307,200,201,False,False,16.547,0.059967443346977234
S10,20251128,103307,200,202,False,False,-39.487,0.06305604428052902
S10,20251128,103307,200,203,False,False,14.859,-0.045896414667367935
S10,20251128,103307,200,204,False,False,-8.08325,0.048601217567920685
S10,20251128,103307,200,205,False,False,16.77075,0.041258979588747025
S10,20251128,103307,200,206,False,False,16.343,-0.04002206400036812
S10,20251128,103307,200,207,False,False,2.4465,-0.04224514216184616
S10,20251128,103307,200,208,False,False,2.61425,0.04552583768963814
S10,20251128,103307,200,209,False,False,2.17425,-0.04211127758026123
S10,20251128,103307,200,210,False,False,-8.019,-0.05373324826359749
S10,20251128,103307,200,211,False,False,9.825,0.04445499926805496
S10,20251128,103307,200,212,False,False,-10.8145,-0.05441223829984665
S10,20251128,103307,200,213,False,False,12.08725,-0.055832069367170334
S10,20251128,103307,200,214,False,False,2.64625,-0.045709677040576935
S10,20251128,103307,200,215,False,False,12.776,-0.040656182914972305
S10,20251128,103307,200,216,False,False,-1.383,-0.048229847103357315
S10,20251128,103307,200,217,False,False,7.37025,-0.05083629861474037
S10,20251128,103307,200,218,False,False,2.378,0.056774407625198364
S10,20251128,103307,200,219,False,False,9.4825,-0.04345984384417534
S10,20251128,103307,200,220,False,False,-7.58225,0.04340821132063866
S10,20251128,103307,200,221,False,False,-24.5005,0.05834471061825752
S10,20251128,103307,200,222,False,False,10.258,0.0521416999399662
S10,20251128,103307,200,223,False,False,11.2055,0.046958085149526596
S10,20251128,103307,200,224,False,False,25.36725,0.05183151364326477
S10,20251128,103307,200,225,False,False,-27.5695,0.06377240270376205
S10,20251128,103307,200,226,False,False,45.58275,0.04470716789364815
S10,20251128,103307,200,227,False,False,-21.71,0.04841627553105354
S10,20251128,103307,200,228,False,False,-40.67775,-0.052632395178079605
S10,20251128,103307,200,229,False,False,6.45775,-0.05838598683476448
S10,20251128,103307,200,230,False,False,-13.76275,0.04069041833281517
S10,20251128,103307,200,231,False,False,15.426,-0.06203358247876167
S10,20251128,103307,200,232,False,False,-6.16225,-0.06633878499269485
S10,20251128,103307,200,233,False,False,7.37275,0.04917863756418228
S10,20251128,103307,200,234,False,False,12.95625,-0.04644152149558067
S10,20251128,103307,200,235,False,False,-31.73125,-0.04631120711565018
S10,20251128,103307,200,236,False,False,1.471,-0.0626627504825592
S10,20251128,103307,200,237,False,False,44.89225,-0.05688919126987457
S10,20251128,103307,200,238,False,False,-41.249,0.04989523068070412
S10,20251128,103307,201,202,False,False,-54.60425,0.08280486613512039
S10,20251128,103307,201,203,False,False,-40.3685,0.054416388273239136
S10,20251128,103307,201,204,False,False,-19.40575,-0.07067019492387772
S10,20251128,103307,201,205,False,False,-28.941,-0.049776602536439896
S10,20251128,103307,201,206,False,False,-29.8245,-0.04287150129675865
S10,20251128,103307,201,207,False,False,-33.16975,-0.03992835059762001
S10,20251128,103307,201,208,False,False,-41.658,0.043431174010038376
S10,20251128,103307,201,209,False,False,-14.736,-0.04313147813081741
S10,20251128,103307,201,210,False,False,-31.45275,-0.04464538022875786
S10,20251128,103307,201,211,False,False,-4.0215,0.050176430493593216
S10,20251128,103307,201,212,False,False,-56.63425,0.05571269989013672
S10,20251128,103307,201,213,False,False,-0.13875,-0.07956811040639877
S10,20251128,103307,201,214,False,False,-13.86475,-0.045161373913288116
S10,20251128,103307,201,215,False,False,-0.459,-0.04817093536257744
S10,20251128,103307,201,216,False,False,-14.145,0.042205583304166794
S10,20251128,103307,201,217,False,False,-4.669,-0.04118837043642998
S10,20251128,103307,201,218,False,False,30.30075,0.06609464436769485
S10,20251128,103307,201,219,False,False,-2.84375,0.05495261400938034
S10,20251128,103307,201,220,False,False,-15.37075,0.04855028912425041
S10,20251128,103307,201,221,False,False,-37.11925,0.05968930944800377
S10,20251128,103307,201,222,False,False,-1.49525,0.06855548173189163
S10,20251128,103307,201,223,False,False,-27.13275,-0.0460396409034729
S10,20251128,103307,201,224,False,False,-29.33125,0.053791482001543045
S10,20251128,103307,201,225,False,False,-44.23575,-0.07656477391719818
S10,20251128,103307,201,226,False,False,0.092,-0.056009795516729355
S10,20251128,103307,201,227,False,False,-32.62925,0.04594046249985695
S10,20251128,103307,201,228,False,False,-57.49825,-0.06202717125415802
S10,20251128,103307,201,229,False,False,-4.8835,0.05191979184746742
S10,20251128,103307,201,230,False,False,-30.04375,0.042394232004880905
S10,20251128,103307,201,231,False,False,-30.69525,0.04255617409944534
S10,20251128,103307,201,232,False,False,-21.9055,0.05812695994973183
S10,20251128,103307,201,233,False,False,-4.587,-0.052134279161691666
S10,20251128,103307,201,234,False,False,-30.7695,-0.05592337250709534
S10,20251128,103307,201,235,False,False,-37.0045,-0.053551968187093735
S10,20251128,103307,201,236,False,False,-13.676,-0.06094687432050705
S10,20251128,103307,201,237,False,False,-2.32175,-0.06417209655046463
S10,20251128,103307,201,238,False,False,-53.00225,-0.04843791574239731
S10,20251128,103307,202,203,False,False,14.60175,-0.07374151051044464
S10,20251128,103307,202,204,False,False,36.062,0.07695645838975906
S10,20251128,103307,202,205,False,False,38.61875,-0.058819133788347244
S10,20251128,103307,202,206,False,False,53.3775,-0.061917971819639206
S10,20251128,103307,202,207,False,False,23.27025,0.053126540035009384
S10,20251128,103307,202,208,False,False,12.82975,0.05847521126270294
S10,20251128,103307,202,209,False,False,39.185,0.047351717948913574
S10,20251128,103307,202,210,False,False,27.76075,0.06771776080131531
S10,20251128,103307,202,211,False,False,49.633,-0.07063227146863937
S10,20251128,103307,202,212,False,False,-0.81825,0.07669471204280853
S10,20251128,103307,202,213,False,False,54.633,-0.08139202743768692
S10,20251128,103307,202,214,False,False,1.21325,-0.04992014542222023
S10,20251128,103307,202,215,False,False,18.12025,0.05391077697277069
S10,20251128,103307,202,216,False,False,29.66725,-0.04848792403936386
S10,20251128,103307,202,217,False,False,35.38575,-0.05443600192666054
S10,20251128,103307,202,218,False,False,47.0595,0.08271223306655884
S10,20251128,103307,202,219,False,False,8.1315,0.06470685452222824
S10,20251128,103307,202,220,False,False,32.72125,0.053129613399505615
S10,20251128,103307,202,221,False,False,19.1475,0.08488640934228897
S10,20251128,103307,202,222,False,False,18.71025,-0.059848934412002563
S10,20251128,103307,202,223,False,False,24.438,-0.06253095716238022
S10,20251128,103307,202,224,False,False,25.1675,0.06813465803861618
S10,20251128,103307,202,225,False,False,10.778,-0.09373774379491806
S10,20251128,103307,202,226,False,False,53.7605,0.10865085572004318
S10,20251128,103307,202,227,False,False,18.912,-0.06524620950222015
S10,20251128,103307,202,228,False,False,-3.17825,0.08985819667577744
S10,20251128,103307,202,229,False,False,46.78125,0.06428243219852448
S10,20251128,103307,202,230,False,False,21.8635,0.05565575882792473
S10,20251128,103307,202,231,False,False,23.322,0.06452908366918564
S10,20251128,103307,202,232,False,False,33.9255,0.07234207540750504
S10,20251128,103307,202,233,False,False,52.5125,0.0685572475194931
S10,20251128,103307,202,234,False,False,53.93675,0.05609589070081711
S10,20251128,103307,202,235,False,False,16.18625,0.0628661960363388
S10,20251128,103307,202,236,False,False,39.92775,0.0720943808555603
S10,20251128,103307,202,237,False,False,55.1715,-0.06522145122289658
S10,20251128,103307,202,238,False,False,-3.11475,0.08343783766031265
S10,20251128,103307,203,204,False,False,18.81925,0.0594070665538311
S10,20251128,103307,203,205,False,False,8.566,0.03737325966358185
S10,20251128,103307,203,206,False,False,9.77275,-0.04125763103365898
S10,20251128,103307,203,207,False,False,4.64525,0.036396000534296036
S10,20251128,103307,203,208,False,False,-3.087,0.04465160518884659
S10,20251128,103307,203,209,False,False,0.67325,0.048623163253068924
S10,20251128,103307,203,210,False,False,6.0345,0.04775082692503929
S10,20251128,103307,203,211,False,False,4.20525,0.038516659289598465
S10,20251128,103307,203,212,False,False,-18.11675,-0.05073251202702522
S10,20251128,103307,203,213,False,False,39.68175,-0.06371109187602997
S10,20251128,103307,203,214,False,False,2.35025,-0.03893149271607399
S10,20251128,103307,203,215,False,False,-4.57775,-0.035239432007074356
S10,20251128,103307,203,216,False,False,14.1725,-0.03759508207440376
S10,20251128,103307,203,217,False,False,-9.1545,-0.03476123884320259
S10,20251128,103307,203,218,False,False,29.67325,0.07221431285142899
S10,20251128,103307,203,219,False,False,-2.74275,-0.04885366931557655
S10,20251128,103307,203,220,False,False,-12.374,-0.04248610883951187
S10,20251128,103307,203,221,False,False,4.367,0.05071289837360382
S10,20251128,103307,203,222,False,False,3.25325,0.05933221057057381
S10,20251128,103307,203,223,False,False,23.504,0.045643456280231476
S10,20251128,103307,203,224,False,False,-16.63375,-0.0509088970720768
S10,20251128,103307,203,225,False,False,-3.08025,-0.05777129903435707
S10,20251128,103307,203,226,False,False,40.86675,-0.0498105064034462
S10,20251128,103307,203,227,False,False,8.29775,0.04133513197302818
S10,20251128,103307,203,228,False,False,-18.43175,-0.04460405558347702
S10,20251128,103307,203,229,False,False,35.172,0.04876596853137016
S10,20251128,103307,203,230,False,False,10.35725,-0.043548326939344406
S10,20251128,103307,203,231,False,False,9.8445,-0.03756524249911308
S10,20251128,103307,203,232,False,False,20.048,0.05627280846238136
S10,20251128,103307,203,233,False,False,35.35025,-0.05076904594898224
S10,20251128,103307,203,234,False,False,10.75125,0.055177412927150726
S10,20251128,103307,203,235,False,False,-2.6465,0.03936563432216644
S10,20251128,103307,203,236,False,False,26.65525,0.048136815428733826
S10,20251128,103307,203,237,False,False,37.84275,-0.04386276379227638
S10,20251128,103307,203,238,False,False,-17.93375,0.0442432165145874
S10,20251128,103307,204,205,False,False,-8.108,0.04369527846574783
S10,20251128,103307,204,206,False,False,4.4665,0.041801825165748596
S10,20251128,103307,204,207,False,False,-14.7015,-0.04454602673649788
S10,20251128,103307,204,208,False,False,-22.95475,-0.040739964693784714
S10,20251128,103307,204,209,False,False,6.635,0.04616469889879227
S10,20251128,103307,204,210,False,False,-9.40325,0.055083006620407104
S10,20251128,103307,204,211,False,False,17.8315,-0.04402482137084007
S10,20251128,103307,204,212,False,False,-37.21025,0.07174844294786453
S10,20251128,103307,204,213,False,False,19.54275,-0.08086659014225006
S10,20251128,103307,204,214,False,False,6.45775,-0.03765992820262909
S10,20251128,103307,204,215,False,False,-21.1235,-0.03684711456298828
S10,20251128,103307,204,216,False,False,-13.05025,0.04910274222493172
S10,20251128,103307,204,217,False,False,-3.57725,0.0386626236140728
S10,20251128,103307,204,218,False,False,11.623,0.05432577058672905
S10,20251128,103307,204,219,False,False,-23.109,-0.05026612430810928
S10,20251128,103307,204,220,False,False,3.11225,-0.04646172747015953
S10,20251128,103307,204,221,False,False,-12.314,0.05736319720745087
S10,20251128,103307,204,222,False,False,-13.6075,0.05282656475901604
S10,20251128,103307,204,223,False,False,4.68875,0.050834570080041885
S10,20251128,103307,204,224,False,False,-5.38875,-0.05578317865729332
S10,20251128,103307,204,225,False,False,-24.47075,0.07028526067733765
S10,20251128,103307,204,226,False,False,19.8325,-0.05750540643930435
S10,20251128,103307,204,227,False,False,-12.43425,-0.061073385179042816
S10,20251128,103307,204,228,False,False,-37.56225,0.07063153386116028
S10,20251128,103307,204,229,False,False,10.31025,-0.05516602098941803
S10,20251128,103307,204,230,False,False,-8.7035,0.05271095782518387
S10,20251128,103307,204,231,False,False,-11.555,-0.048217836767435074
S10,20251128,103307,204,232,False,False,2.308,-0.06695959717035294
S10,20251128,103307,204,233,False,False,15.04375,-0.060475464910268784
S10,20251128,103307,204,234,False,False,19.06,0.04901614785194397
S10,20251128,103307,204,235,False,False,-19.36425,-0.049357879906892776
S10,20251128,103307,204,236,False,False,8.049,0.05802636966109276
S10,20251128,103307,204,237,False,False,20.69025,-0.059972334653139114
S10,20251128,103307,204,238,False,False,-33.22625,-0.05286549776792526
S10,20251128,103307,205,206,False,False,-2.256,-0.03527742624282837
S10,20251128,103307,205,207,False,False,-0.788,0.045795876532793045
S10,20251128,103307,205,208,False,False,-18.26,-0.044354140758514404
S10,20251128,103307,205,209,False,False,-8.57325,0.04071849212050438
S10,20251128,103307,205,210,False,False,-0.73,-0.04473266750574112
S10,20251128,103307,205,211,False,False,25.828,0.0414019338786602
S10,20251128,103307,205,212,False,False,-27.2075,0.04764923080801964
S10,20251128,103307,205,213,False,False,17.924,0.04060283303260803
S10,20251128,103307,205,214,False,False,17.1195,0.03782358765602112
S10,20251128,103307,205,215,False,False,-12.1745,-0.034595176577568054
S10,20251128,103307,205,216,False,False,-3.92825,0.04280426725745201
S10,20251128,103307,205,217,False,False,-4.637,0.04224077984690666
S10,20251128,103307,205,218,False,False,21.49025,-0.04690158739686012
S10,20251128,103307,205,219,False,False,-16.249,-0.04863680899143219
S10,20251128,103307,205,220,False,False,9.8665,-0.04094349220395088
S10,20251128,103307,205,221,False,False,-5.1,0.04629649221897125
S10,20251128,103307,205,222,False,False,-20.789,0.04414714127779007
S10,20251128,103307,205,223,False,False,-0.3295,-0.048274312168359756
S10,20251128,103307,205,224,False,False,-2.32175,0.04577741399407387
S10,20251128,103307,205,225,False,False,-14.261,-0.0519644059240818
S10,20251128,103307,205,226,False,False,27.72925,-0.04959068074822426
S10,20251128,103307,205,227,False,False,-4.114,0.04905594885349274
S10,20251128,103307,205,228,False,False,-27.95575,0.04980524256825447
S10,20251128,103307,205,229,False,False,24.57925,0.04525371268391609
S10,20251128,103307,205,230,False,False,-12.2715,0.03917141258716583
S10,20251128,103307,205,231,False,False,1.513,0.042766861617565155
S10,20251128,103307,205,232,False,False,-3.94775,0.04353409260511398
S10,20251128,103307,205,233,False,False,7.963,-0.046400036662817
S10,20251128,103307,205,234,False,False,-1.90825,0.03798064589500427
S10,20251128,103307,205,235,False,False,-9.398,-0.03797122836112976
S10,20251128,103307,205,236,False,False,2.6235,-0.05583154410123825
S10,20251128,103307,205,237,False,False,27.755,-0.041145872324705124
S10,20251128,103307,205,238,False,False,-26.021,0.04319686442613602
S10,20251128,103307,206,207,False,False,-9.78625,-0.038142163306474686
S10,20251128,103307,206,208,False,False,-13.38425,-0.03536099195480347
S10,20251128,103307,206,209,False,False,-12.08125,0.03646601364016533
S10,20251128,103307,206,210,False,False,-3.44525,-0.03769037872552872
S10,20251128,103307,206,211,False,False,-1.31475,-0.03738987073302269
S10,20251128,103307,206,212,False,False,-28.8775,-0.0375526063144207
S10,20251128,103307,206,213,False,False,29.022,0.050946298986673355
S10,20251128,103307,206,214,False,False,15.72225,0.033468104898929596
S10,20251128,103307,206,215,False,False,-14.1255,-0.03658059611916542
S10,20251128,103307,206,216,False,False,-19.49025,-0.04060928151011467
S10,20251128,103307,206,217,False,False,-21.72,0.03758343681693077
S10,20251128,103307,206,218,False,False,10.08075,-0.046115692704916
S10,20251128,103307,206,219,False,False,-17.66075,-0.04361733794212341
S10,20251128,103307,206,220,False,False,-15.37175,0.03983559459447861
S10,20251128,103307,206,221,False,False,-9.80175,-0.044809941202402115
S10,20251128,103307,206,222,False,False,-7.3425,0.04441029205918312
S10,20251128,103307,206,223,False,False,13.5595,0.03539015352725983
S10,20251128,103307,206,224,False,False,-24.93975,0.04015086591243744
S10,20251128,103307,206,225,False,False,-14.7545,-0.051331281661987305
S10,20251128,103307,206,226,False,False,0.6625,0.04275966435670853
S10,20251128,103307,206,227,False,False,-8.3705,0.04520304128527641
S10,20251128,103307,206,228,False,False,-29.52925,-0.03915772587060928
S10,20251128,103307,206,229,False,False,-8.131,0.044397056102752686
S10,20251128,103307,206,230,False,False,-10.83975,-0.036245957016944885
S10,20251128,103307,206,231,False,False,-12.58375,-0.03914861008524895
S10,20251128,103307,206,232,False,False,6.67625,0.058566611260175705
S10,20251128,103307,206,233,False,False,20.21175,0.043346554040908813
S10,20251128,103307,206,234,False,False,0.69825,0.04060433804988861
S10,20251128,103307,206,235,False,False,-11.223,-0.03971114754676819
S10,20251128,103307,206,236,False,False,-8.07975,0.04433750361204147
S10,20251128,103307,206,237,False,False,-3.4615,-0.04168954864144325
S10,20251128,103307,206,238,False,False,-23.1675,-0.05000537633895874
S10,20251128,103307,207,208,False,False,-0.92025,0.03801250830292702
S10,20251128,103307,207,209,False,False,3.0035,-0.04472019895911217
S10,20251128,103307,207,210,False,False,1.3185,0.04021216183900833
S10,20251128,103307,207,211,False,False,-10.69425,-0.036504097282886505
S10,20251128,103307,207,212,False,False,-19.28825,0.0466935969889164
S10,20251128,103307,207,213,False,False,29.36975,-0.0525374710559845
S10,20251128,103307,207,214,False,False,-1.2355,-0.034666940569877625
S10,20251128,103307,207,215,False,False,7.8645,0.03503943979740143
S10,20251128,103307,207,216,False,False,-2.8545,0.04078029468655586
S10,20251128,103307,207,217,False,False,-10.1875,0.04161570221185684
S10,20251128,103307,207,218,False,False,23.7155,-0.045963216572999954
S10,20251128,103307,207,219,False,False,-30.83775,0.035052280873060226
S10,20251128,103307,207,220,False,False,-4.493,-0.04301883652806282
S10,20251128,103307,207,221,False,False,-3.65325,-0.05132262781262398
S10,20251128,103307,207,222,False,False,-17.38275,-0.04135943576693535
S10,20251128,103307,207,223,False,False,12.649,0.03862720727920532
S10,20251128,103307,207,224,False,False,-5.43,0.042799487709999084
S10,20251128,103307,207,225,False,False,-11.4205,0.05816466733813286
S10,20251128,103307,207,226,False,False,16.9715,-0.04033263772726059
S10,20251128,103307,207,227,False,False,-8.115,0.04149511083960533
S10,20251128,103307,207,228,False,False,-27.106,-0.048681262880563736
S10,20251128,103307,207,229,False,False,11.804,-0.047785043716430664
S10,20251128,103307,207,230,False,False,0.39,0.043341025710105896
S10,20251128,103307,207,231,False,False,-8.2545,0.03885061293840408
S10,20251128,103307,207,232,False,False,10.0075,-0.04565275087952614
S10,20251128,103307,207,233,False,False,17.9115,-0.04757091775536537
S10,20251128,103307,207,234,False,False,-11.748,-0.03632247820496559
S10,20251128,103307,207,235,False,False,-11.22475,0.04142390936613083
S10,20251128,103307,207,236,False,False,12.986,0.05405130237340927
S10,20251128,103307,207,237,False,False,25.12675,-0.04672117158770561
S10,20251128,103307,207,238,False,False,-25.3355,0.04454977437853813
S10,20251128,103307,208,209,False,False,-0.013,0.03828371316194534
S10,20251128,103307,208,210,False,False,8.23725,-0.03902720287442207
S10,20251128,103307,208,211,False,False,9.77975,-0.04511694237589836
S10,20251128,103307,208,212,False,False,-14.25975,-0.05076006427407265
S10,20251128,103307,208,213,False,False,12.636,0.039080146700143814
S10,20251128,103307,208,214,False,False,-12.22975,0.036959242075681686
S10,20251128,103307,208,215,False,False,-2.649,-0.04694722592830658
S10,20251128,103307,208,216,False,False,14.7915,-0.04039563983678818
S10,20251128,103307,208,217,False,False,15.8755,-0.042232174426317215
S10,20251128,103307,208,218,False,False,32.619,0.04628652334213257
S10,20251128,103307,208,219,False,False,-5.60225,0.0398455485701561
S10,20251128,103307,208,220,False,False,-5.69825,-0.041280802339315414
S10,20251128,103307,208,221,False,False,7.49,-0.049328431487083435
S10,20251128,103307,208,222,False,False,3.6815,-0.05293028801679611
S10,20251128,103307,208,223,False,False,-0.1745,-0.04412852227687836
S10,20251128,103307,208,224,False,False,13.87525,-0.047629889100790024
S10,20251128,103307,208,225,False,False,-3.01525,0.04908734932541847
S10,20251128,103307,208,226,False,False,12.4695,-0.04744744673371315
S10,20251128,103307,208,227,False,False,-16.81,0.044099267572164536
S10,20251128,103307,208,228,False,False,-16.344,-0.04825391247868538
S10,20251128,103307,208,229,False,False,36.00675,-0.04744165018200874
S10,20251128,103307,208,230,False,False,4.0385,0.04177616536617279
S10,20251128,103307,208,231,False,False,2.7445,0.04691246896982193
S10,20251128,103307,208,232,False,False,-7.21325,-0.048203058540821075
S10,20251128,103307,208,233,False,False,40.17025,-0.04795456305146217
S10,20251128,103307,208,234,False,False,13.21575,0.04201868548989296
S10,20251128,103307,208,235,False,False,1.05425,0.03904307261109352
S10,20251128,103307,208,236,False,False,30.862,-0.04238024726510048
S10,20251128,103307,208,237,False,False,39.8305,-0.05097198858857155
S10,20251128,103307,208,238,False,False,-11.535,0.05110090225934982
S10,20251128,103307,209,210,False,False,-16.87175,0.04444950073957443
